sentence,question,set_id,type,answer,correct_option,correct_first_token,correct_probability,incorrect_option,incorrect_first_token,incorrect_probability,predicted_answer,is_correct_prediction
The thief that the mover that the architect knew surprised got caught.,Who did the architect know?,3,second_center_com,The mover,mover,286,0.09947021305561066,thief,266,0.9005298018455505,The thief mover,False
The thief that the mover that the architect knew surprised got caught.,Who did the mover surprise?,3,first_center_com,The thief,thief,266,0.6039317846298218,architect,6956,0.39606815576553345,The thief architect th,True
"The thief, who was surprised by the mover known by the architect, got caught.",Who did the architect know?,3,second_center_mid,The mover,mover,286,0.16885696351528168,thief,266,0.8311430811882019,The thief mover,False
"The thief, who was surprised by the mover known by the architect, got caught.",Who did the mover surprise?,3,first_center_mid,The thief,thief,266,0.9857181310653687,architect,6956,0.01428193412721157,The thief architect architect,True
"There is that mover known by the architect, so the thief, who was surprised by the mover, got caught.",Who did the architect know?,3,second_center_sim,The mover,mover,286,0.3849121630191803,thief,266,0.6150878667831421,The thief mover,False
"There is that mover known by the architect, so the thief, who was surprised by the mover, got caught.",Who did the mover surprise?,3,first_center_sim,The thief,thief,266,0.9983256459236145,architect,6956,0.0016743994783610106,The thief architect th,True
"The thief, who was surprised by the mover, got caught. The mover is the one known by the architect.",Who did the architect know?,3,second_center_sim_rev,The mover,mover,286,0.6757646203041077,thief,266,0.32423537969589233,The mover mover,True
"The thief, who was surprised by the mover, got caught. The mover is the one known by the architect.",Who did the mover surprise?,3,first_center_sim_rev,The thief,thief,266,0.9965165853500366,architect,6956,0.0034834244288504124,The thief architect architect,True
The student that the producer that the director hired preferred resigned.,Who did the director hire?,4,second_center_com,The producer,producer,14297,0.13660839200019836,student,8368,0.8633915781974792,The student producer producer producer,False
The student that the producer that the director hired preferred resigned.,Who did the producer prefer?,4,first_center_com,The student,student,8368,0.9759464263916016,director,8881,0.024053553119301796,The student director director student,True
"The student, who was preferred by the producer hired by the director, resigned.",Who did the director hire?,4,second_center_mid,The producer,producer,14297,0.4073334336280823,student,8368,0.5926666259765625,The student producer producer producer,False
"The student, who was preferred by the producer hired by the director, resigned.",Who did the producer prefer?,4,first_center_mid,The student,student,8368,0.9871788024902344,director,8881,0.012821214273571968,The student director director student,True
"There is that producer hired by the director, so the student, who was preferred by the producer, resigned.",Who did the director hire?,4,second_center_sim,The producer,producer,14297,0.42250463366508484,student,8368,0.5774953961372375,The student producer student producer,False
"There is that producer hired by the director, so the student, who was preferred by the producer, resigned.",Who did the producer prefer?,4,first_center_sim,The student,student,8368,0.9982859492301941,director,8881,0.0017140384297817945,The student student student student,True
"The student, who was preferred by the producer, resigned. The producer is the one hired by the director.",Who did the director hire?,4,second_center_sim_rev,The producer,producer,14297,0.9086179733276367,student,8368,0.09138210862874985,The producer student student producer,True
"The student, who was preferred by the producer, resigned. The producer is the one hired by the director.",Who did the producer prefer?,4,first_center_sim_rev,The student,student,8368,0.929440438747406,director,8881,0.07055959850549698,The student director director director,True
The technician the assistant that the ambassador insulted found was scratched.,Who did the ambassador insult?,5,second_center_com,The assistant,assistant,20255,0.06656918674707413,technician,5722,0.9334307909011841,The technician assistant techn,False
The technician the assistant that the ambassador insulted found was scratched.,Who did the assistant find?,5,first_center_com,The technician,technician,5722,0.9489172697067261,ambassador,3181,0.05108273774385452,The technician ambassador,True
"The technician, who was found by the assistant insulted by the ambassador, was scratched.",Who did the ambassador insult?,5,second_center_mid,The assistant,assistant,20255,0.07263670116662979,technician,5722,0.9273632764816284,The technician assistant assistant,False
"The technician, who was found by the assistant insulted by the ambassador, was scratched.",Who did the assistant find?,5,first_center_mid,The technician,technician,5722,0.9999489784240723,ambassador,3181,5.104190859128721e-05,The technician ambassador,True
"There is that assistant insulted by the ambassador, so the technician, who was found by the assistant, was scratched.",Who did the ambassador insult?,5,second_center_sim,The assistant,assistant,20255,0.31742629408836365,technician,5722,0.6825737357139587,The technician assistant techn,False
"There is that assistant insulted by the ambassador, so the technician, who was found by the assistant, was scratched.",Who did the assistant find?,5,first_center_sim,The technician,technician,5722,0.999438464641571,ambassador,3181,0.0005614787223748863,The technician ambassador,True
"The technician, who was found by the assistant, was scratched. The assistant is the one insulted by the ambassador.",Who did the ambassador insult?,5,second_center_sim_rev,The assistant,assistant,20255,0.6076632142066956,technician,5722,0.3923368453979492,The assistant technician assistant,True
"The technician, who was found by the assistant, was scratched. The assistant is the one insulted by the ambassador.",Who did the assistant find?,5,first_center_sim_rev,The technician,technician,5722,0.9999816417694092,ambassador,3181,1.8342892872169614e-05,The technician ambassador,True
The model that the broadcaster that the waiter slandered recognized got famous.,Who did the waiter slander?,6,second_center_com,The broadcaster,broadcaster,7300,0.13477592170238495,model,1904,0.8652240633964539,The model broadcaster,False
The model that the broadcaster that the waiter slandered recognized got famous.,Who did the broadcaster recognize?,6,first_center_com,The model,model,1904,0.6893056035041809,waiter,4480,0.3106943964958191,The modeler modeler,True
"The model, who was recognized by the broadcaster slandered by the waiter, got famous.",Who did the waiter slander?,6,second_center_mid,The broadcaster,broadcaster,7300,0.04742587357759476,model,1904,0.9525741338729858,The model model model model,False
"The model, who was recognized by the broadcaster slandered by the waiter, got famous.",Who did the broadcaster recognize?,6,first_center_mid,The model,model,1904,0.740174412727356,waiter,4480,0.2598256468772888,The model waiter model,True
"There is that broadcaster slandered by the waiter, so the model, who was recognized by the broadcaster, got famous.",Who did the waiter slander?,6,second_center_sim,The broadcaster,broadcaster,7300,0.7217432260513306,model,1904,0.2782568037509918,The broadcaster model,True
"There is that broadcaster slandered by the waiter, so the model, who was recognized by the broadcaster, got famous.",Who did the broadcaster recognize?,6,first_center_sim,The model,model,1904,0.9124361872673035,waiter,4480,0.08756384998559952,The model waiter wait,True
"The model, who was recognized by the broadcaster, got famous. The broadcaster is the one slandered by the waiter.",Who did the waiter slander?,6,second_center_sim_rev,The broadcaster,broadcaster,7300,0.7122321724891663,model,1904,0.28776782751083374,The broadcaster model,True
"The model, who was recognized by the broadcaster, got famous. The broadcaster is the one slandered by the waiter.",Who did the broadcaster recognize?,6,first_center_sim_rev,The model,model,1904,0.8333246111869812,waiter,4480,0.16667540371418,The model waiter model,True
The tourist that the student that the seller annoyed escorted fell asleep.,Who did the seller annoy?,7,second_center_com,The student,student,8368,0.5273165106773376,tourist,6282,0.47268345952033997,The student tourist tour,True
The tourist that the student that the seller annoyed escorted fell asleep.,Who did the student escort?,7,first_center_com,The tourist,tourist,6282,0.9702399373054504,seller,269,0.029760094359517097,The tourist seller,True
"The tourist, who was escorted by the student annoyed by the seller, fell asleep.",Who did the seller annoy?,7,second_center_mid,The student,student,8368,0.7310585379600525,tourist,6282,0.2689414322376251,The student tourist tour,True
"The tourist, who was escorted by the student annoyed by the seller, fell asleep.",Who did the student escort?,7,first_center_mid,The tourist,tourist,6282,0.9643214344978333,seller,269,0.03567855432629585,The tourist seller,True
"There is that student annoyed by the seller, so the tourist, who was escorted by the student, fell asleep.",Who did the seller annoy?,7,second_center_sim,The student,student,8368,0.7577943801879883,tourist,6282,0.2422056347131729,The student tourist tour,True
"There is that student annoyed by the seller, so the tourist, who was escorted by the student, fell asleep.",Who did the student escort?,7,first_center_sim,The tourist,tourist,6282,0.9908744096755981,seller,269,0.00912563782185316,The tourist seller,True
"The tourist, who was escorted by the student, fell asleep. The student is the one annoyed by the seller.",Who did the seller annoy?,7,second_center_sim_rev,The student,student,8368,0.9539660811424255,tourist,6282,0.04603390023112297,The student student tourist,True
"The tourist, who was escorted by the student, fell asleep. The student is the one annoyed by the seller.",Who did the student escort?,7,first_center_sim_rev,The tourist,tourist,6282,0.9817357659339905,seller,269,0.018264278769493103,The tourist seller,True
The guy that the guide that the flight attendant delayed amused calmed down.,Who did the flight attendant delay?,8,second_center_com,The guide,guide,10754,0.46490156650543213,guy,1410,0.5350984334945679,The guy guy,False
The guy that the guide that the flight attendant delayed amused calmed down.,Who did the guide amuse?,8,first_center_com,The guy,guy,1410,0.010818447917699814,flight attendant,16286,0.9891815781593323,The flight attendant gu,False
"The guy, who was amused by the guide delayed by the flight attendant, calmed down.",Who did the flight attendant delay?,8,second_center_mid,The guide,guide,10754,0.03514484688639641,guy,1410,0.9648551344871521,The guy guy,False
"The guy, who was amused by the guide delayed by the flight attendant, calmed down.",Who did the guide amuse?,8,first_center_mid,The guy,guy,1410,0.9883127808570862,flight attendant,16286,0.011687257327139378,The guy guy,True
"There is that guide delayed by the flight attendant, so the guy, who was amused by the guide, calmed down.",Who did the flight attendant delay?,8,second_center_sim,The guide,guide,10754,0.869714617729187,guy,1410,0.13028542697429657,The guide guy gu,True
"There is that guide delayed by the flight attendant, so the guy, who was amused by the guide, calmed down.",Who did the guide amuse?,8,first_center_sim,The guy,guy,1410,0.8895288705825806,flight attendant,16286,0.11047115176916122,The guy guy,True
"The guy, who was amused by the guide, calmed down. The guide is the one delayed by the flight attendant.",Who did the flight attendant delay?,8,second_center_sim_rev,The guide,guide,10754,0.9895108342170715,guy,1410,0.010489091277122498,The guide guy gu,True
"The guy, who was amused by the guide, calmed down. The guide is the one delayed by the flight attendant.",Who did the guide amuse?,8,first_center_sim_rev,The guy,guy,1410,0.989591658115387,flight attendant,16286,0.010408313944935799,The guy guy,True
The artist that the curator that the museum hired praised smiled.,Who did the museum hire?,10,second_center_com,The curator,curator,3151,0.917302668094635,artist,7664,0.08269733935594559,The curator artist cur,True
The artist that the curator that the museum hired praised smiled.,Who did the curator praise?,10,first_center_com,The artist,artist,7664,0.9859364032745361,museum,19133,0.014063626527786255,The artist museum museum museum,True
"The artist, who was praised by the curator hired by the museum, smiled.",Who did the museum hire?,10,second_center_mid,The curator,curator,3151,0.9549844264984131,artist,7664,0.04501553252339363,The curator curator,True
"The artist, who was praised by the curator hired by the museum, smiled.",Who did the curator praise?,10,first_center_mid,The artist,artist,7664,0.9990960359573364,museum,19133,0.0009039677097462118,The artist artist artist artist,True
"There is that curator hired by the museum, so the artist, who was praised by the curator, smiled.",Who did the museum hire?,10,second_center_sim,The curator,curator,3151,0.985042929649353,artist,7664,0.014957087114453316,The curator curator,True
"There is that curator hired by the museum, so the artist, who was praised by the curator, smiled.",Who did the curator praise?,10,first_center_sim,The artist,artist,7664,0.9998831748962402,museum,19133,0.00011682840704452246,The artist museum museum museum,True
"The artist, who was praised by the curator, smiled. The curator is the one hired by the museum.",Who did the museum hire?,10,second_center_sim_rev,The curator,curator,3151,0.9963783621788025,artist,7664,0.003621685318648815,The curator curator,True
"The artist, who was praised by the curator, smiled. The curator is the one hired by the museum.",Who did the curator praise?,10,first_center_sim_rev,The artist,artist,7664,0.9996458292007446,museum,19133,0.00035419364576227963,The artist artist artist artist,True
The child that the librarian that the author met liked smiled.,Who did the author meet?,11,second_center_com,The librarian,librarian,619,0.7154240012168884,child,2278,0.2845759987831116,The librarian child,True
The child that the librarian that the author met liked smiled.,Who did the librarian like?,11,first_center_com,The child,child,2278,0.2568320035934448,author,4148,0.7431679368019104,The author child author child,False
"The child, which was liked by the librarian met by the author, smiled.",Who did the author meet?,11,second_center_mid,The librarian,librarian,619,0.1127953976392746,child,2278,0.8872045874595642,The child librarian,False
"The child, which was liked by the librarian met by the author, smiled.",Who did the librarian like?,11,first_center_mid,The child,child,2278,0.9343951344490051,author,4148,0.06560482829809189,The child author author child,True
"There is that librarian met by the author, so the child, which was liked by the librarian, smiled.",Who did the author meet?,11,second_center_sim,The librarian,librarian,619,0.8175744414329529,child,2278,0.18242551386356354,The librarian child,True
"There is that librarian met by the author, so the child, which was liked by the librarian, smiled.",Who did the librarian like?,11,first_center_sim,The child,child,2278,0.9664104580879211,author,4148,0.03358950465917587,The child author author author,True
"The child, who was liked by the librarian, smiled. The librarian is the one met by the author.",Who did the author meet?,11,second_center_sim_rev,The librarian,librarian,619,0.9817357659339905,child,2278,0.018264278769493103,The librarian child,True
"The child, who was liked by the librarian, smiled. The librarian is the one met by the author.",Who did the librarian like?,11,first_center_sim_rev,The child,child,2278,0.8705973029136658,author,4148,0.12940272688865662,The child author child author,True
The singer that the manager that the producer hired promoted performed.,Who did the producer hire?,12,second_center_com,The manager,manager,8455,0.230919748544693,singer,15640,0.7690802216529846,The singer manager singer manager,False
The singer that the manager that the producer hired promoted performed.,Who did the manager promote?,12,first_center_com,The singer,singer,15640,0.8438951373100281,producer,14297,0.1561049073934555,The singer producer singer producer,True
"The singer, who was promoted by the manager hired by the producer, performed.",Who did the producer hire?,12,second_center_mid,The manager,manager,8455,0.8791467547416687,singer,15640,0.1208532303571701,The manager singer manager singer,True
"The singer, who was promoted by the manager hired by the producer, performed.",Who did the manager promote?,12,first_center_mid,The singer,singer,15640,0.9865716695785522,producer,14297,0.01342825498431921,The singer producer producer singer,True
"There is that manager hired by the producer, so the singer, who was promoted by the manager, performed.",Who did the producer hire?,12,second_center_sim,The manager,manager,8455,0.9019206762313843,singer,15640,0.09807932376861572,The manager singer singer singer,True
"There is that manager hired by the producer, so the singer, who was promoted by the manager, performed.",Who did the manager promote?,12,first_center_sim,The singer,singer,15640,0.9966233968734741,producer,14297,0.003376612439751625,The singer singer singer singer,True
"The singer, who was promoted by the manager, performed. The manager is the one hired by the producer.",Who did the producer hire?,12,second_center_sim_rev,The manager,manager,8455,0.917302668094635,singer,15640,0.08269733935594559,The manager singer manager singer,True
"The singer, who was promoted by the manager, performed. The manager is the one hired by the producer.",Who did the manager promote?,12,first_center_sim_rev,The singer,singer,15640,0.9837225079536438,producer,14297,0.016277460381388664,The singer producer singer producer,True
The dancer that the photographer that the director hired photographed bowed.,Who did the director hire?,13,second_center_com,The photographer,photographer,17739,0.9732407331466675,dancer,6025,0.026759283617138863,The photographer photographer,True
The dancer that the photographer that the director hired photographed bowed.,Who did the photographer photograph?,13,first_center_com,The dancer,dancer,6025,0.9458011984825134,director,8881,0.0541987270116806,The dancer dancer,True
"The dancer, who was photographed by the photographer hired by the director, bowed.",Who did the director hire?,13,second_center_mid,The photographer,photographer,17739,0.9843363761901855,dancer,6025,0.015663649886846542,The photographer photographer,True
"The dancer, who was photographed by the photographer hired by the director, bowed.",Who did the photographer photograph?,13,first_center_mid,The dancer,dancer,6025,0.9965165853500366,director,8881,0.0034834244288504124,The dancer dancer,True
"There is that photographer hired by the director, so the dancer, who was photographed by the photographer, bowed.",Who did the director hire?,13,second_center_sim,The photographer,photographer,17739,0.8807970285415649,dancer,6025,0.11920291930437088,The photographer photographer,True
"There is that photographer hired by the director, so the dancer, who was photographed by the photographer, bowed.",Who did the photographer photograph?,13,first_center_sim,The dancer,dancer,6025,0.971563994884491,director,8881,0.02843603491783142,The dancer dancer,True
"The dancer, who was photographed by the photographer, bowed. The photographer is the one hired by the director.",Who did the director hire?,13,second_center_sim_rev,The photographer,photographer,17739,0.9783847332000732,dancer,6025,0.02161533385515213,The photographer photographer,True
"The dancer, who was photographed by the photographer, bowed. The photographer is the one hired by the director.",Who did the photographer photograph?,13,first_center_sim_rev,The dancer,dancer,6025,0.9917484521865845,director,8881,0.008251599036157131,The dancer dancer,True
The baker that the chef that the manager appointed scolded left.,Who did the manager appoint?,14,second_center_com,The chef,chef,14547,0.957277774810791,baker,289,0.0427221953868866,The chef baker chef,True
The baker that the chef that the manager appointed scolded left.,Who did the chef scold?,14,first_center_com,The baker,baker,289,0.9465966820716858,manager,8455,0.0534033328294754,The baker manager b,True
"The baker, who was scolded by the chef appointed by the manager, left.",Who did the manager appoint?,14,second_center_mid,The chef,chef,14547,0.9879462122917175,baker,289,0.0120537793263793,The chef baker chef,True
"The baker, who was scolded by the chef appointed by the manager, left.",Who did the chef scold?,14,first_center_mid,The baker,baker,289,0.9869794845581055,manager,8455,0.013020489364862442,The baker baker,True
"There is that chef appointed by the manager, so the baker, who was scolded by the chef, left.",Who did the manager appoint?,14,second_center_sim,The chef,chef,14547,0.9817357659339905,baker,289,0.018264278769493103,The chef baker chef,True
"There is that chef appointed by the manager, so the baker, who was scolded by the chef, left.",Who did the chef scold?,14,first_center_sim,The baker,baker,289,0.9971550703048706,manager,8455,0.0028449094388633966,The baker baker,True
"The baker, who was scolded by the chef, left. The chef is the one appointed by the manager.",Who did the manager appoint?,14,second_center_sim_rev,The chef,chef,14547,0.9983256459236145,baker,289,0.0016743994783610106,The chef baker chef,True
"The baker, who was scolded by the chef, left. The chef is the one appointed by the manager.",Who did the chef scold?,14,first_center_sim_rev,The baker,baker,289,0.9946568012237549,manager,8455,0.005343256518244743,The baker baker,True
The athlete that the coach that the reporter interviewed loved won.,Who did the reporter interview?,15,second_center_com,The coach,coach,11182,0.8499711751937866,athlete,17622,0.15002882480621338,The coach coach coach coach,True
The athlete that the coach that the reporter interviewed loved won.,Who did the coach love?,15,first_center_com,The athlete,athlete,17622,0.8577680587768555,reporter,1634,0.14223188161849976,The athlete reporter,True
"The athlete, who was loved by the coach interviewed by the reporter, won.",Who did the reporter interview?,15,second_center_mid,The coach,coach,11182,0.2751297354698181,athlete,17622,0.7248703241348267,The athlete coach ath,False
"The athlete, who was loved by the coach interviewed by the reporter, won.",Who did the coach love?,15,first_center_mid,The athlete,athlete,17622,0.9559813141822815,reporter,1634,0.04401865229010582,The athlete reporter,True
"There is that coach interviewed by the reporter, so the athlete, who was loved by the coach, won.",Who did the reporter interview?,15,second_center_sim,The coach,coach,11182,0.9775429368019104,athlete,17622,0.022457055747509003,The coach coach coach coach,True
"There is that coach interviewed by the reporter, so the athlete, who was loved by the coach, won.",Who did the coach love?,15,first_center_sim,The athlete,athlete,17622,0.9877586960792542,reporter,1634,0.012241275981068611,The athlete reporter,True
"The athlete, who was loved by the coach, won. The coach is the one interviewed by the reporter.",Who did the reporter interview?,15,second_center_sim_rev,The coach,coach,11182,0.9645892381668091,athlete,17622,0.03541072458028793,The coach coach coach coach,True
"The athlete, who was loved by the coach, won. The coach is the one interviewed by the reporter.",Who did the coach love?,15,first_center_sim_rev,The athlete,athlete,17622,0.9837225079536438,reporter,1634,0.016277460381388664,The athlete reporter,True
The programmer that the engineer that the manager promoted collaborated with laughed.,Who did the manager promote?,16,second_center_com,The engineer,engineer,22055,0.04535257816314697,programmer,27922,0.954647421836853,The programmer engineer engineer programmer,False
The programmer that the engineer that the manager promoted collaborated with laughed.,Who did the engineer collaborate with?,16,first_center_com,The programmer,programmer,27922,0.9780517220497131,manager,8455,0.021948255598545074,The programmer manager programmer manager,True
"The programmer, who collaborated with the engineer promoted by the manager, laughed.",Who did the manager promote?,16,second_center_mid,The engineer,engineer,22055,0.0378924235701561,programmer,27922,0.9621075391769409,The programmer programmer programmer programmer,False
"The programmer, who collaborated with the engineer promoted by the manager, laughed.",Who did the engineer collaborate with?,16,first_center_mid,The programmer,programmer,27922,0.9465966820716858,manager,8455,0.0534033328294754,The programmer manager manager programmer,True
"There is that engineer promoted by the manager, so the programmer, who collaborated with the engineer, laughed.",Who did the manager promote?,16,second_center_sim,The engineer,engineer,22055,0.7745833992958069,programmer,27922,0.2254166156053543,The engineer programmer programmer engineer,True
"There is that engineer promoted by the manager, so the programmer, who collaborated with the engineer, laughed.",Who did the engineer collaborate with?,16,first_center_sim,The programmer,programmer,27922,0.8807970285415649,manager,8455,0.11920291930437088,The programmer manager manager manager,True
"The programmer, who collaborated with the engineer, laughed. The engineer is the one promoted by the manager.",Who did the manager promote?,16,second_center_sim_rev,The engineer,engineer,22055,0.6926419734954834,programmer,27922,0.3073580265045166,The engineer programmer engineer programmer,True
"The programmer, who collaborated with the engineer, laughed. The engineer is the one promoted by the manager.",Who did the engineer collaborate with?,16,first_center_sim_rev,The programmer,programmer,27922,0.9656413197517395,manager,8455,0.034358687698841095,The programmer manager manager programmer,True
The teacher that the principal that the parent blamed scolded resigned.,Who did the parent blame?,17,second_center_com,The principal,principal,5882,0.39981165528297424,teacher,15703,0.6001883149147034,The teacher principal teacher principal,False
The teacher that the principal that the parent blamed scolded resigned.,Who did the principal scold?,17,first_center_com,The teacher,teacher,15703,0.973036527633667,parent,3847,0.026963500306010246,The teacher parent teacher teacher,True
"The teacher, who was scolded by the principal blamed by the parent, resigned.",Who did the parent blame?,17,second_center_mid,The principal,principal,5882,0.06465348601341248,teacher,15703,0.9353464841842651,The teacher principal teacher principal,False
"The teacher, who was scolded by the principal blamed by the parent, resigned.",Who did the principal scold?,17,first_center_mid,The teacher,teacher,15703,0.999823272228241,parent,3847,0.00017674513219390064,The teacher parent teacher parent,True
"There is that principal blamed by the parent, so the teacher, who was scolded by the principal, resigned.",Who did the parent blame?,17,second_center_sim,The principal,principal,5882,0.01542455144226551,teacher,15703,0.9845753908157349,The teacher principal teacher principal,False
"There is that principal blamed by the parent, so the teacher, who was scolded by the principal, resigned.",Who did the principal scold?,17,first_center_sim,The teacher,teacher,15703,0.9998476505279541,parent,3847,0.0001523675600765273,The teacher parent teacher parent,True
"The teacher, who was scolded by the principal, resigned. The principal is the one blamed by the parent.",Who did the parent blame?,17,second_center_sim_rev,The principal,principal,5882,0.7956580519676208,teacher,15703,0.20434190332889557,The principal teacher teacher principal,True
"The teacher, who was scolded by the principal, resigned. The principal is the one blamed by the parent.",Who did the principal scold?,17,first_center_sim_rev,The teacher,teacher,15703,0.992061972618103,parent,3847,0.007937993854284286,The teacher teacher teacher teacher,True
The nurse that the doctor that the patient praised helped smiled.,Who did the patient praise?,18,second_center_com,The doctor,doctor,11619,0.8354835510253906,nurse,5595,0.16451644897460938,The doctor nurse doctor,True
The nurse that the doctor that the patient praised helped smiled.,Who did the doctor help?,18,first_center_com,The nurse,nurse,5595,0.4765796661376953,patient,16500,0.5234203934669495,The patient nurse patient,False
"The nurse, who was helped by the doctor praised by the patient, smiled.",Who did the patient praise?,18,second_center_mid,The doctor,doctor,11619,0.9124361872673035,nurse,5595,0.08756384998559952,The doctor nurse doctor,True
"The nurse, who was helped by the doctor praised by the patient, smiled.",Who did the doctor help?,18,first_center_mid,The nurse,nurse,5595,0.4843800961971283,patient,16500,0.5156199336051941,The patient patient nurse,False
"There is that doctor praised by the patient, so the nurse, who was helped by the doctor, smiled.",Who did the patient praise?,18,second_center_sim,The doctor,doctor,11619,0.9609517455101013,nurse,5595,0.039048291742801666,The doctor nurse doctor,True
"There is that doctor praised by the patient, so the nurse, who was helped by the doctor, smiled.",Who did the doctor help?,18,first_center_sim,The nurse,nurse,5595,0.9817357659339905,patient,16500,0.018264278769493103,The nurse patient nur,True
"The nurse, who was helped by the doctor, smiled. The doctor is the one praised by the patient.",Who did the patient praise?,18,second_center_sim_rev,The doctor,doctor,11619,0.9898303151130676,nurse,5595,0.01016965787857771,The doctor doctor doctor doctor,True
"The nurse, who was helped by the doctor, smiled. The doctor is the one praised by the patient.",Who did the doctor help?,18,first_center_sim_rev,The nurse,nurse,5595,0.7431679368019104,patient,16500,0.2568320035934448,The nurse patient patient,True
The customer that the waiter that the woman liked served tipped.,Who did the woman like?,19,second_center_com,The waiter,waiter,4480,0.8824278712272644,customer,11962,0.11757213622331619,The waiter customer customer,True
The customer that the waiter that the woman liked served tipped.,Who did the waiter serve?,19,first_center_com,The customer,customer,11962,0.19436782598495483,woman,6114,0.8056321740150452,The woman customer customer woman,False
"The customer, who was served by the waiter liked by the woman, tipped.",Who did the woman like?,19,second_center_mid,The waiter,waiter,4480,0.637030839920044,customer,11962,0.36296921968460083,The waiter customer customer,True
"The customer, who was served by the waiter liked by the woman, tipped.",Who did the waiter serve?,19,first_center_mid,The customer,customer,11962,0.7248703241348267,woman,6114,0.2751297354698181,The customer woman customer woman,True
"There is that waiter liked by the woman, so the customer, who was served by the waiter, tipped.",Who did the woman like?,19,second_center_sim,The waiter,waiter,4480,0.9343951344490051,customer,11962,0.06560482829809189,The waiter customer customer,True
"There is that waiter liked by the woman, so the customer, who was served by the waiter, tipped.",Who did the waiter serve?,19,first_center_sim,The customer,customer,11962,0.6406359076499939,woman,6114,0.3593641519546509,The customer woman customer woman,True
"The customer, who was served by the waiter, tipped. The waiter is the one liked by the woman.",Who did the woman like?,19,second_center_sim_rev,The waiter,waiter,4480,0.9884026646614075,customer,11962,0.011597362346947193,The waiter customer customer,True
"The customer, who was served by the waiter, tipped. The waiter is the one liked by the woman.",Who did the waiter serve?,19,first_center_sim_rev,The customer,customer,11962,0.41111084818840027,woman,6114,0.5888891220092773,The woman customer woman customer,False
The pilot that the passenger that the flight attendant assisted admired flew.,Who did the flight attendant assist?,20,second_center_com,The passenger,passenger,28507,0.2751297354698181,pilot,19840,0.7248703241348267,The pilot passenger passenger pilot,False
The pilot that the passenger that the flight attendant assisted admired flew.,Who did the passenger admire?,20,first_center_com,The pilot,pilot,19840,0.581303060054779,flight attendant,16286,0.41869691014289856,The pilot flight attendant,True
