sentence,question,set_id,type,answer,correct_option,correct_first_token,correct_probability,incorrect_option,incorrect_first_token,incorrect_probability,predicted_answer,is_correct_prediction
"The technician, who was found by the assistant, was scratched. The assistant is the one insulted by the ambassador.",Who did the assistant find?,5,first_center_sim_rev,The technician,technician,72400,0.9998904466629028,ambassador,1944,0.0001095367842935957,Thetechnicianianian,False
The model that the broadcaster that the waiter slandered recognized got famous.,Who did the waiter slander?,6,second_center_com,The broadcaster,broadcaster,39214,0.016029145568609238,model,2516,0.9839708209037781,Themodelmodelmodelmodel,False
The model that the broadcaster that the waiter slandered recognized got famous.,Who did the broadcaster recognize?,6,first_center_com,The model,model,2516,0.6680145263671875,waiter,183126,0.3319854438304901,Themodelmodelmodelmodel,False
"The model, who was recognized by the broadcaster slandered by the waiter, got famous.",Who did the waiter slander?,6,second_center_mid,The broadcaster,broadcaster,39214,5.215031706029549e-05,model,2516,0.9999479055404663,Themodelmodelmodelmodel,False
"The model, who was recognized by the broadcaster slandered by the waiter, got famous.",Who did the broadcaster recognize?,6,first_center_mid,The model,model,2516,0.6901415586471558,waiter,183126,0.30985844135284424,Themodelmodelmodelmodel,False
"There is that broadcaster slandered by the waiter, so the model, who was recognized by the broadcaster, got famous.",Who did the waiter slander?,6,second_center_sim,The broadcaster,broadcaster,39214,0.3535397946834564,model,2516,0.646460235118866,Themodelcasterbroadcaster,False
"There is that broadcaster slandered by the waiter, so the model, who was recognized by the broadcaster, got famous.",Who did the broadcaster recognize?,6,first_center_sim,The model,model,2516,0.5117166042327881,waiter,183126,0.4882833957672119,Themodelmodelmodelmodel,False
"The model, who was recognized by the broadcaster, got famous. The broadcaster is the one slandered by the waiter.",Who did the waiter slander?,6,second_center_sim_rev,The broadcaster,broadcaster,39214,0.553022563457489,model,2516,0.4469774663448334,Thecastermodelmodelmodel,False
"The model, who was recognized by the broadcaster, got famous. The broadcaster is the one slandered by the waiter.",Who did the broadcaster recognize?,6,first_center_sim_rev,The model,model,2516,0.8770562410354614,waiter,183126,0.12294380366802216,Themodelmodelmodelmodel,False
The tourist that the student that the seller annoyed escorted fell asleep.,Who did the seller annoy?,7,second_center_com,The student,student,16134,0.009394396096467972,tourist,162042,0.9906056523323059,Thetouriststudentstudentstudent,False
The tourist that the student that the seller annoyed escorted fell asleep.,Who did the student escort?,7,first_center_com,The tourist,tourist,162042,0.942294716835022,seller,36933,0.057705316692590714,Thetouristtouristsellerseller,False
"The tourist, who was escorted by the student annoyed by the seller, fell asleep.",Who did the seller annoy?,7,second_center_mid,The student,student,16134,0.0031419473234564066,tourist,162042,0.9968580007553101,Thetouriststudentstudenttourist,False
"The tourist, who was escorted by the student annoyed by the seller, fell asleep.",Who did the student escort?,7,first_center_mid,The tourist,tourist,162042,0.9999319314956665,seller,36933,6.801575364079326e-05,Thetouristtouristtouristtourist,False
"There is that student annoyed by the seller, so the tourist, who was escorted by the student, fell asleep.",Who did the seller annoy?,7,second_center_sim,The student,student,16134,0.11879339814186096,tourist,162042,0.8812065720558167,Thetouriststudentstudentstudent,False
"There is that student annoyed by the seller, so the tourist, who was escorted by the student, fell asleep.",Who did the student escort?,7,first_center_sim,The tourist,tourist,162042,0.9996427297592163,seller,36933,0.000357319280738011,Thetouristtouristtouristtourist,False
"The tourist, who was escorted by the student, fell asleep. The student is the one annoyed by the seller.",Who did the seller annoy?,7,second_center_sim_rev,The student,student,16134,0.09334687888622284,tourist,162042,0.9066531658172607,Thetouriststudentstudenttourist,False
"The tourist, who was escorted by the student, fell asleep. The student is the one annoyed by the seller.",Who did the student escort?,7,first_center_sim_rev,The tourist,tourist,162042,0.9994532465934753,seller,36933,0.0005467421724461019,Thetouristtouristtouristtourist,False
The guy that the guide that the flight attendant delayed amused calmed down.,Who did the flight attendant delay?,8,second_center_com,The guide,guide,26229,0.008108983747661114,guy,19261,0.9918910264968872,Theguyguideguideguide,False
The guy that the guide that the flight attendant delayed amused calmed down.,Who did the guide amuse?,8,first_center_com,The guy,guy,19261,0.9872281551361084,flight attendant,36531,0.012771868146955967,Theguyflight attendantguy,False
"The guy, who was amused by the guide delayed by the flight attendant, calmed down.",Who did the flight attendant delay?,8,second_center_mid,The guide,guide,26229,0.02203226275742054,guy,19261,0.9779677391052246,Theguyguideguideguide,False
"The guy, who was amused by the guide delayed by the flight attendant, calmed down.",Who did the guide amuse?,8,first_center_mid,The guy,guy,19261,0.9999604225158691,flight attendant,36531,3.961629408877343e-05,Theguyguyguyguy,False
"There is that guide delayed by the flight attendant, so the guy, who was amused by the guide, calmed down.",Who did the flight attendant delay?,8,second_center_sim,The guide,guide,26229,0.8543993234634399,guy,19261,0.14560063183307648,Theguideguideguideguide,False
"There is that guide delayed by the flight attendant, so the guy, who was amused by the guide, calmed down.",Who did the guide amuse?,8,first_center_sim,The guy,guy,19261,0.9999992847442627,flight attendant,36531,7.615641948177654e-07,Theguyguyguyguy,False
"The guy, who was amused by the guide, calmed down. The guide is the one delayed by the flight attendant.",Who did the flight attendant delay?,8,second_center_sim_rev,The guide,guide,26229,0.8840392827987671,guy,19261,0.11596070975065231,Theguideguyguyguy,False
"The guy, who was amused by the guide, calmed down. The guide is the one delayed by the flight attendant.",Who did the guide amuse?,8,first_center_sim_rev,The guy,guy,19261,0.9999994039535522,flight attendant,36531,5.896418429074402e-07,Theguyguyguyguy,False
The artist that the curator that the museum hired praised smiled.,Who did the museum hire?,10,second_center_com,The curator,curator,167910,0.230919748544693,artist,28723,0.7690802216529846,Theartistartistartistartist,False
The artist that the curator that the museum hired praised smiled.,Who did the curator praise?,10,first_center_com,The artist,artist,28723,0.9999535083770752,museum,49083,4.6474400733131915e-05,Theartistartistartistartist,False
"The artist, who was praised by the curator hired by the museum, smiled.",Who did the museum hire?,10,second_center_mid,The curator,curator,167910,0.9968580007553101,artist,28723,0.0031419473234564066,Thecuratorartistartistartist,False
"The artist, who was praised by the curator hired by the museum, smiled.",Who did the curator praise?,10,first_center_mid,The artist,artist,28723,0.9999977350234985,museum,49083,2.3139264158089645e-06,Theartistartistartistartist,False
"There is that curator hired by the museum, so the artist, who was praised by the curator, smiled.",Who did the museum hire?,10,second_center_sim,The curator,curator,167910,0.971563994884491,artist,28723,0.02843603491783142,Thecuratorartistartistartist,False
"There is that curator hired by the museum, so the artist, who was praised by the curator, smiled.",Who did the curator praise?,10,first_center_sim,The artist,artist,28723,0.9999946355819702,museum,49083,5.380023594625527e-06,Theartistartistartistartist,False
"The artist, who was praised by the curator, smiled. The curator is the one hired by the museum.",Who did the museum hire?,10,second_center_sim_rev,The curator,curator,167910,0.9997188448905945,artist,28723,0.0002811529557220638,Thecuratorartistartistartist,False
"The artist, who was praised by the curator, smiled. The curator is the one hired by the museum.",Who did the curator praise?,10,first_center_sim_rev,The artist,artist,28723,0.9999911785125732,museum,49083,8.835546395857818e-06,Theartistartistartistartist,False
The child that the librarian that the author met liked smiled.,Who did the author meet?,11,second_center_com,The librarian,librarian,67178,0.3363310396671295,child,3647,0.6636689305305481,Thechildlibrarianchild,False
The child that the librarian that the author met liked smiled.,Who did the librarian like?,11,first_center_com,The child,child,3647,0.025662709027528763,author,3849,0.9743373394012451,Theauthorchildauthorchild,False
"The child, which was liked by the librarian met by the author, smiled.",Who did the author meet?,11,second_center_mid,The librarian,librarian,67178,0.15584777295589447,child,3647,0.8441522121429443,Thechildlibrarianchild,False
"The child, which was liked by the librarian met by the author, smiled.",Who did the librarian like?,11,first_center_mid,The child,child,3647,0.8949732184410095,author,3849,0.10502681136131287,Thechildauthorauthorauthor,False
"There is that librarian met by the author, so the child, which was liked by the librarian, smiled.",Who did the author meet?,11,second_center_sim,The librarian,librarian,67178,0.9099069833755493,child,3647,0.09009299427270889,Thelibrarianchildchild,False
"There is that librarian met by the author, so the child, which was liked by the librarian, smiled.",Who did the librarian like?,11,first_center_sim,The child,child,3647,0.9862311482429504,author,3849,0.0137688172981143,Thechildchildchildchild,False
"The child, who was liked by the librarian, smiled. The librarian is the one met by the author.",Who did the author meet?,11,second_center_sim_rev,The librarian,librarian,67178,0.9805411696434021,child,3647,0.01945890486240387,Thelibrarianchildchild,False
"The child, who was liked by the librarian, smiled. The librarian is the one met by the author.",Who did the librarian like?,11,first_center_sim_rev,The child,child,3647,0.7017130851745605,author,3849,0.29828691482543945,Thechildchildchildchild,False
The singer that the manager that the producer hired promoted performed.,Who did the producer hire?,12,second_center_com,The manager,manager,14793,4.813724444829859e-05,singer,119599,0.9999518394470215,Thesingermanagermanagermanager,False
The singer that the manager that the producer hired promoted performed.,Who did the manager promote?,12,first_center_com,The singer,singer,119599,0.9981702566146851,producer,65044,0.0018297256901860237,Thesingersingerproducerproducer,False
"The singer, who was promoted by the manager hired by the producer, performed.",Who did the producer hire?,12,second_center_mid,The manager,manager,14793,0.7379142642021179,singer,119599,0.2620856761932373,Themanagermanagermanagermanager,False
"The singer, who was promoted by the manager hired by the producer, performed.",Who did the manager promote?,12,first_center_mid,The singer,singer,119599,0.999293327331543,producer,65044,0.0007066469988785684,Thesingersingersingersinger,False
"There is that manager hired by the producer, so the singer, who was promoted by the manager, performed.",Who did the producer hire?,12,second_center_sim,The manager,manager,14793,0.41111084818840027,singer,119599,0.5888891220092773,Thesingermanagermanagermanager,False
"There is that manager hired by the producer, so the singer, who was promoted by the manager, performed.",Who did the manager promote?,12,first_center_sim,The singer,singer,119599,0.9999737739562988,producer,65044,2.6223508029943332e-05,Thesingersingersingersinger,False
"The singer, who was promoted by the manager, performed. The manager is the one hired by the producer.",Who did the producer hire?,12,second_center_sim_rev,The manager,manager,14793,0.45713675022125244,singer,119599,0.5428633093833923,Thesingermanagermanagermanager,False
"The singer, who was promoted by the manager, performed. The manager is the one hired by the producer.",Who did the manager promote?,12,first_center_sim_rev,The singer,singer,119599,0.9993553757667542,producer,65044,0.0006445695762522519,Thesingersingersingersinger,False
The dancer that the photographer that the director hired photographed bowed.,Who did the director hire?,13,second_center_com,The photographer,photographer,214084,0.3812195658683777,dancer,211681,0.6187804341316223,Thedancerphotographerphotographerphotographer,False
The dancer that the photographer that the director hired photographed bowed.,Who did the photographer photograph?,13,first_center_com,The dancer,dancer,211681,0.8834372758865356,director,43022,0.11656274646520615,Thedancerdancerdancerdancer,False
"The dancer, who was photographed by the photographer hired by the director, bowed.",Who did the director hire?,13,second_center_mid,The photographer,photographer,214084,0.9997798800468445,dancer,211681,0.0002201682364102453,Thephotographerphotographerphotographerphotographer,False
"The dancer, who was photographed by the photographer hired by the director, bowed.",Who did the photographer photograph?,13,first_center_mid,The dancer,dancer,211681,0.9998130202293396,director,43022,0.0001870431296993047,Thedancerdancerdancerdancer,False
"There is that photographer hired by the director, so the dancer, who was photographed by the photographer, bowed.",Who did the director hire?,13,second_center_sim,The photographer,photographer,214084,0.9938190579414368,dancer,211681,0.006180981174111366,Thephotographerphotographerphotographerphotographer,False
"There is that photographer hired by the director, so the dancer, who was photographed by the photographer, bowed.",Who did the photographer photograph?,13,first_center_sim,The dancer,dancer,211681,0.9971990585327148,director,43022,0.0028009270317852497,Thedancerdancerdancerdancer,False
"The dancer, who was photographed by the photographer, bowed. The photographer is the one hired by the director.",Who did the director hire?,13,second_center_sim_rev,The photographer,photographer,214084,0.9993131160736084,dancer,211681,0.0006868449854664505,Thephotographerphotographerphotographerphotographer,False
"The dancer, who was photographed by the photographer, bowed. The photographer is the one hired by the director.",Who did the photographer photograph?,13,first_center_sim_rev,The dancer,dancer,211681,0.9998989105224609,director,43022,0.0001011081476463005,Thedancerdancerdancerdancer,False
The baker that the chef that the manager appointed scolded left.,Who did the manager appoint?,14,second_center_com,The chef,chef,42126,0.00028268396272324026,baker,141775,0.9997172951698303,Thebakerchefchefbaker,False
The baker that the chef that the manager appointed scolded left.,Who did the chef scold?,14,first_center_com,The baker,baker,141775,0.9977580904960632,manager,14793,0.0022419956512749195,Thebakermanagermanagermanager,False
"The baker, who was scolded by the chef appointed by the manager, left.",Who did the manager appoint?,14,second_center_mid,The chef,chef,42126,0.9994725584983826,baker,141775,0.0005274784634821117,Thechefchefchefchef,False
"The baker, who was scolded by the chef appointed by the manager, left.",Who did the chef scold?,14,first_center_mid,The baker,baker,141775,0.9999294281005859,manager,14793,7.058701885398477e-05,Thebakerbakerbakerbaker,False
"There is that chef appointed by the manager, so the baker, who was scolded by the chef, left.",Who did the manager appoint?,14,second_center_sim,The chef,chef,42126,0.9922444224357605,baker,141775,0.007755536586046219,Thechefchefchefchef,False
"There is that chef appointed by the manager, so the baker, who was scolded by the chef, left.",Who did the chef scold?,14,first_center_sim,The baker,baker,141775,0.9999746084213257,manager,14793,2.5367122361785732e-05,Thebakerbakerbakerbaker,False
"The baker, who was scolded by the chef, left. The chef is the one appointed by the manager.",Who did the manager appoint?,14,second_center_sim_rev,The chef,chef,42126,0.9994907379150391,baker,141775,0.0005092656938359141,Thechefchefchefchef,False
"The baker, who was scolded by the chef, left. The chef is the one appointed by the manager.",Who did the chef scold?,14,first_center_sim_rev,The baker,baker,141775,0.9998804330825806,manager,14793,0.00011959858238697052,Thebakerbakerbakerbaker,False
The athlete that the coach that the reporter interviewed loved won.,Who did the reporter interview?,15,second_center_com,The coach,coach,49790,0.002344193635508418,athlete,122392,0.9976557493209839,Theathleteathleteathleteathlete,False
The athlete that the coach that the reporter interviewed loved won.,Who did the coach love?,15,first_center_com,The athlete,athlete,122392,0.9640516638755798,reporter,88312,0.03594832494854927,Theathleteathleteathleteathlete,False
"The athlete, who was loved by the coach interviewed by the reporter, won.",Who did the reporter interview?,15,second_center_mid,The coach,coach,49790,0.5698526501655579,athlete,122392,0.43014732003211975,Thecoachathleteathletecoach,False
"The athlete, who was loved by the coach interviewed by the reporter, won.",Who did the coach love?,15,first_center_mid,The athlete,athlete,122392,0.907312273979187,reporter,88312,0.09268777817487717,Theathleteathleteathleteathlete,False
"There is that coach interviewed by the reporter, so the athlete, who was loved by the coach, won.",Who did the reporter interview?,15,second_center_sim,The coach,coach,49790,0.9282788634300232,athlete,122392,0.07172112166881561,Thecoachathletecoachathlete,False
"There is that coach interviewed by the reporter, so the athlete, who was loved by the coach, won.",Who did the coach love?,15,first_center_sim,The athlete,athlete,122392,0.9987998008728027,reporter,88312,0.0012001340510323644,Theathleteathleteathleteathlete,False
"The athlete, who was loved by the coach, won. The coach is the one interviewed by the reporter.",Who did the reporter interview?,15,second_center_sim_rev,The coach,coach,49790,0.993012011051178,athlete,122392,0.006988037843257189,Thecoachathletecoachathlete,False
"The athlete, who was loved by the coach, won. The coach is the one interviewed by the reporter.",Who did the coach love?,15,first_center_sim_rev,The athlete,athlete,122392,0.9844862222671509,reporter,88312,0.015513790771365166,Theathleteathleteathleteathlete,False
The programmer that the engineer that the manager promoted collaborated with laughed.,Who did the manager promote?,16,second_center_com,The engineer,engineer,122711,0.03197956085205078,programmer,233809,0.968020498752594,Theprogrammerengineerengineerprogrammer,False
The programmer that the engineer that the manager promoted collaborated with laughed.,Who did the engineer collaborate with?,16,first_center_com,The programmer,programmer,233809,0.9952953457832336,manager,14793,0.004704630933701992,Theprogrammermanagermanagerprogrammer,False
"The programmer, who collaborated with the engineer promoted by the manager, laughed.",Who did the manager promote?,16,second_center_mid,The engineer,engineer,122711,0.996810257434845,programmer,233809,0.003189715091139078,Theengineerprogrammerengineerprogrammer,False
"The programmer, who collaborated with the engineer promoted by the manager, laughed.",Who did the engineer collaborate with?,16,first_center_mid,The programmer,programmer,233809,0.999464213848114,manager,14793,0.0005357805639505386,Theprogrammermanagerprogrammermanager,False
"There is that engineer promoted by the manager, so the programmer, who collaborated with the engineer, laughed.",Who did the manager promote?,16,second_center_sim,The engineer,engineer,122711,0.9935053586959839,programmer,233809,0.006494567263871431,Theengineerengineerengineerengineer,False
"There is that engineer promoted by the manager, so the programmer, who collaborated with the engineer, laughed.",Who did the engineer collaborate with?,16,first_center_sim,The programmer,programmer,233809,0.9999756813049316,manager,14793,2.4347746148123406e-05,Theprogrammerprogrammerprogrammerprogrammer,False
"The programmer, who collaborated with the engineer, laughed. The engineer is the one promoted by the manager.",Who did the manager promote?,16,second_center_sim_rev,The engineer,engineer,122711,0.9999593496322632,programmer,233809,4.0694576455280185e-05,Theengineerengineerengineerengineer,False
"The programmer, who collaborated with the engineer, laughed. The engineer is the one promoted by the manager.",Who did the engineer collaborate with?,16,first_center_sim_rev,The programmer,programmer,233809,0.9999901056289673,manager,14793,9.856755241344217e-06,Theprogrammerprogrammerprogrammerprogrammer,False
The teacher that the principal that the parent blamed scolded resigned.,Who did the parent blame?,17,second_center_com,The principal,principal,45105,0.000534996681381017,teacher,35106,0.9994650483131409,Theteacherteacherteacherteacher,False
The teacher that the principal that the parent blamed scolded resigned.,Who did the principal scold?,17,first_center_com,The teacher,teacher,35106,0.9711290597915649,parent,3474,0.028870906680822372,Theteacherparentteacherteacher,False
"The teacher, who was scolded by the principal blamed by the parent, resigned.",Who did the parent blame?,17,second_center_mid,The principal,principal,45105,0.009250096045434475,teacher,35106,0.9907498955726624,Theteacherteacherteacherteacher,False
"The teacher, who was scolded by the principal blamed by the parent, resigned.",Who did the principal scold?,17,first_center_mid,The teacher,teacher,35106,0.9996063113212585,parent,3474,0.000393767753848806,Theteacherteacherteacherteacher,False
"There is that principal blamed by the parent, so the teacher, who was scolded by the principal, resigned.",Who did the parent blame?,17,second_center_sim,The principal,principal,45105,0.20434190332889557,teacher,35106,0.7956580519676208,Theteacherteacherteacherteacher,False
"There is that principal blamed by the parent, so the teacher, who was scolded by the principal, resigned.",Who did the principal scold?,17,first_center_sim,The teacher,teacher,35106,0.9956894516944885,parent,3474,0.004310494288802147,Theteacherteacherteacherteacher,False
"The teacher, who was scolded by the principal, resigned. The principal is the one blamed by the parent.",Who did the parent blame?,17,second_center_sim_rev,The principal,principal,45105,0.9954261183738708,teacher,35106,0.004573863931000233,Theprincipalteacherteacherprincipal,False
"The teacher, who was scolded by the principal, resigned. The principal is the one blamed by the parent.",Who did the principal scold?,17,first_center_sim_rev,The teacher,teacher,35106,0.9972557425498962,parent,3474,0.002744226949289441,Theteacherparentteacherparent,False
The nurse that the doctor that the patient praised helped smiled.,Who did the patient praise?,18,second_center_com,The doctor,doctor,32171,0.014447852969169617,nurse,129907,0.9855521321296692,Thenursedoctordoctordoctor,False
The nurse that the doctor that the patient praised helped smiled.,Who did the doctor help?,18,first_center_com,The nurse,nurse,129907,0.011869121342897415,patient,22132,0.9881309270858765,Thepatientnursepatientnurse,False
"The nurse, who was helped by the doctor praised by the patient, smiled.",Who did the patient praise?,18,second_center_mid,The doctor,doctor,32171,0.358465313911438,nurse,129907,0.641534686088562,Thenursedoctordoctornurse,False
"The nurse, who was helped by the doctor praised by the patient, smiled.",Who did the doctor help?,18,first_center_mid,The nurse,nurse,129907,0.8543993234634399,patient,22132,0.14560063183307648,Thenursepatientnursepatient,False
"There is that doctor praised by the patient, so the nurse, who was helped by the doctor, smiled.",Who did the patient praise?,18,second_center_sim,The doctor,doctor,32171,0.9955877065658569,nurse,129907,0.004412263631820679,Thedoctornursedoctornurse,False
"There is that doctor praised by the patient, so the nurse, who was helped by the doctor, smiled.",Who did the doctor help?,18,first_center_sim,The nurse,nurse,129907,0.6397360563278198,patient,22132,0.3602639436721802,Thenursepatientnursepatient,False
"The nurse, who was helped by the doctor, smiled. The doctor is the one praised by the patient.",Who did the patient praise?,18,second_center_sim_rev,The doctor,doctor,32171,0.9985484480857849,nurse,129907,0.0014515200164169073,Thedoctornursedoctornurse,False
"The nurse, who was helped by the doctor, smiled. The doctor is the one praised by the patient.",Who did the doctor help?,18,first_center_sim_rev,The nurse,nurse,129907,0.8998277187347412,patient,22132,0.10017222166061401,Thenursepatientnursepatient,False
The customer that the waiter that the woman liked served tipped.,Who did the woman like?,19,second_center_com,The waiter,waiter,183126,0.987829327583313,customer,15371,0.01217062957584858,Thewaitercustomercustomerwaiter,False
The customer that the waiter that the woman liked served tipped.,Who did the waiter serve?,19,first_center_com,The customer,customer,15371,0.015072628855705261,woman,14172,0.9849274158477783,Thewomancustomercustomercustomer,False
