sentence,question,set_id,type,answer,correct_option,correct_first_token,correct_probability,incorrect_option,incorrect_first_token,incorrect_probability,predicted_answer,is_correct_prediction
"The man, who was checked by the investigator admired by the journalist, laughed.",Who did the investigator check?,2,first_center_mid,The man,man,1543,0.5078118443489075,journalist,43618,0.49218812584877014,Themanmanmanman,False
"There is that investigator admired by the journalist, so the man, who was checked by the investigator, laughed.",Who did the journalist admire?,2,second_center_sim,The investigator,investigator,43114,0.8991213440895081,man,1543,0.10087861120700836,Theinvestigatormaninvest,False
"There is that investigator admired by the journalist, so the man, who was checked by the investigator, laughed.",Who did the investigator check?,2,first_center_sim,The man,man,1543,0.12252321094274521,journalist,43618,0.8774768114089966,Thejournalistmanman,False
"The man, who was checked by the investigator, laughed. The investigator is the one admired by the journalist.",Who did the journalist admire?,2,second_center_sim_rev,The investigator,investigator,43114,0.9278878569602966,man,1543,0.07211220264434814,Theinvestigatormanman,False
"The man, who was checked by the investigator, laughed. The investigator is the one admired by the journalist.",Who did the investigator check?,2,first_center_sim_rev,The man,man,1543,0.7279754281044006,journalist,43618,0.27202457189559937,Themanmanmanman,False
The thief that the mover that the architect knew surprised got caught.,Who did the architect know?,3,second_center_com,The mover,mover,76,0.14033624529838562,thief,339,0.859663724899292,Thethiefthm,False
The thief that the mover that the architect knew surprised got caught.,Who did the mover surprise?,3,first_center_com,The thief,thief,339,0.09807932376861572,architect,1132,0.9019206762313843,Thearchitectthief,False
"The thief, who was surprised by the mover known by the architect, got caught.",Who did the architect know?,3,second_center_mid,The mover,mover,76,0.28140559792518616,thief,339,0.7185943722724915,Thethiefthief,False
"The thief, who was surprised by the mover known by the architect, got caught.",Who did the mover surprise?,3,first_center_mid,The thief,thief,339,0.14223188161849976,architect,1132,0.8577680587768555,Thearchitectthief,False
"There is that mover known by the architect, so the thief, who was surprised by the mover, got caught.",Who did the architect know?,3,second_center_sim,The mover,mover,76,0.2598256468772888,thief,339,0.740174412727356,Thethiefthief,False
"There is that mover known by the architect, so the thief, who was surprised by the mover, got caught.",Who did the mover surprise?,3,first_center_sim,The thief,thief,339,0.30074557662010193,architect,1132,0.6992543935775757,Thearchitectthief,False
"The thief, who was surprised by the mover, got caught. The mover is the one known by the architect.",Who did the architect know?,3,second_center_sim_rev,The mover,mover,76,0.30569732189178467,thief,339,0.6943026781082153,Thethiefthief,False
"The thief, who was surprised by the mover, got caught. The mover is the one known by the architect.",Who did the mover surprise?,3,first_center_sim_rev,The thief,thief,339,0.40544870495796204,architect,1132,0.5945512652397156,Thearchitectthief,False
The student that the producer that the director hired preferred resigned.,Who did the director hire?,4,second_center_com,The producer,producer,60012,0.4493926465511322,student,12307,0.5506073832511902,Thestudentproducerstudentproducer,False
The student that the producer that the director hired preferred resigned.,Who did the producer prefer?,4,first_center_com,The student,student,12307,0.5389832258224487,director,70895,0.46101680397987366,Thestudentdirectorstudentdirector,False
"The student, who was preferred by the producer hired by the director, resigned.",Who did the director hire?,4,second_center_mid,The producer,producer,60012,0.4824291169643402,student,12307,0.5175709128379822,Thestudentstudentstudentstudent,False
"The student, who was preferred by the producer hired by the director, resigned.",Who did the producer prefer?,4,first_center_mid,The student,student,12307,0.7969253659248352,director,70895,0.2030746340751648,Thestudentstudentstudentstudent,False
"There is that producer hired by the director, so the student, who was preferred by the producer, resigned.",Who did the director hire?,4,second_center_sim,The producer,producer,60012,0.8807970285415649,student,12307,0.11920291930437088,Theproducerproducerproducerproducer,False
"There is that producer hired by the director, so the student, who was preferred by the producer, resigned.",Who did the producer prefer?,4,first_center_sim,The student,student,12307,0.9026095867156982,director,70895,0.09739039838314056,Thestudentstudentstudentstudent,False
"The student, who was preferred by the producer, resigned. The producer is the one hired by the director.",Who did the director hire?,4,second_center_sim_rev,The producer,producer,60012,0.8661325573921204,student,12307,0.13386750221252441,Theproducerstudentstudentproducer,False
"The student, who was preferred by the producer, resigned. The producer is the one hired by the director.",Who did the producer prefer?,4,first_center_sim_rev,The student,student,12307,0.8714748620986938,director,70895,0.12852513790130615,Thestudentstudentstudentstudent,False
The technician the assistant that the ambassador insulted found was scratched.,Who did the ambassador insult?,5,second_center_com,The assistant,assistant,78191,0.7577943801879883,technician,26522,0.2422056347131729,Theassistanttechniciantechn,False
The technician the assistant that the ambassador insulted found was scratched.,Who did the assistant find?,5,first_center_com,The technician,technician,26522,0.8816148638725281,ambassador,3042,0.11838509887456894,Thetechniciantechnician,False
"The technician, who was found by the assistant insulted by the ambassador, was scratched.",Who did the ambassador insult?,5,second_center_mid,The assistant,assistant,78191,0.8688268065452576,technician,26522,0.13117322325706482,Theassistanttechniciantechn,False
"The technician, who was found by the assistant insulted by the ambassador, was scratched.",Who did the assistant find?,5,first_center_mid,The technician,technician,26522,0.7799928784370422,ambassador,3042,0.22000709176063538,Thetechniciantechnician,False
"There is that assistant insulted by the ambassador, so the technician, who was found by the assistant, was scratched.",Who did the ambassador insult?,5,second_center_sim,The assistant,assistant,78191,0.9664104580879211,technician,26522,0.03358950465917587,Theassistantassistantassistantassistant,False
"There is that assistant insulted by the ambassador, so the technician, who was found by the assistant, was scratched.",Who did the assistant find?,5,first_center_sim,The technician,technician,26522,0.942081868648529,ambassador,3042,0.057918086647987366,Thetechniciantechnician,False
"The technician, who was found by the assistant, was scratched. The assistant is the one insulted by the ambassador.",Who did the ambassador insult?,5,second_center_sim_rev,The assistant,assistant,78191,0.9412234425544739,technician,26522,0.05877656117081642,Theassistanttechnicianassistant,False
"The technician, who was found by the assistant, was scratched. The assistant is the one insulted by the ambassador.",Who did the assistant find?,5,first_center_sim_rev,The technician,technician,26522,0.939024806022644,ambassador,3042,0.06097518280148506,Thetechniciantechnician,False
The model that the broadcaster that the waiter slandered recognized got famous.,Who did the waiter slander?,6,second_center_com,The broadcaster,broadcaster,65,0.04115288704633713,model,2590,0.9588471055030823,Themodelbroadcaster,False
The model that the broadcaster that the waiter slandered recognized got famous.,Who did the broadcaster recognize?,6,first_center_com,The model,model,2590,0.8539127111434937,waiter,11748,0.14608724415302277,Themodelermodeler,False
"The model, who was recognized by the broadcaster slandered by the waiter, got famous.",Who did the waiter slander?,6,second_center_mid,The broadcaster,broadcaster,65,0.023330768570303917,model,2590,0.976669192314148,Themodelbroadcaster,False
"The model, who was recognized by the broadcaster slandered by the waiter, got famous.",Who did the broadcaster recognize?,6,first_center_mid,The model,model,2590,0.9412234425544739,waiter,11748,0.05877656117081642,Themodelermodeler,False
"There is that broadcaster slandered by the waiter, so the model, who was recognized by the broadcaster, got famous.",Who did the waiter slander?,6,second_center_sim,The broadcaster,broadcaster,65,0.33111974596977234,model,2590,0.66888028383255,Themodelbroadcaster,False
"There is that broadcaster slandered by the waiter, so the model, who was recognized by the broadcaster, got famous.",Who did the broadcaster recognize?,6,first_center_sim,The model,model,2590,0.9704646468162537,waiter,11748,0.029535336419939995,Themodelererer,False
"The model, who was recognized by the broadcaster, got famous. The broadcaster is the one slandered by the waiter.",Who did the waiter slander?,6,second_center_sim_rev,The broadcaster,broadcaster,65,0.06903792917728424,model,2590,0.930962085723877,Themodelbroadcaster,False
"The model, who was recognized by the broadcaster, got famous. The broadcaster is the one slandered by the waiter.",Who did the broadcaster recognize?,6,first_center_sim_rev,The model,model,2590,0.9385759830474854,waiter,11748,0.06142403930425644,Themodelmodelmodelmodel,False
The tourist that the student that the seller annoyed escorted fell asleep.,Who did the seller annoy?,7,second_center_com,The student,student,12307,0.6076632142066956,tourist,52439,0.3923368453979492,Thestudenttouriststudent,False
The tourist that the student that the seller annoyed escorted fell asleep.,Who did the student escort?,7,first_center_com,The tourist,tourist,52439,0.22270014882087708,seller,35199,0.7772998809814453,Thesellertouristist,False
"The tourist, who was escorted by the student annoyed by the seller, fell asleep.",Who did the seller annoy?,7,second_center_mid,The student,student,12307,0.6706082820892334,tourist,52439,0.3293917179107666,Thestudenttouriststudent,False
"The tourist, who was escorted by the student annoyed by the seller, fell asleep.",Who did the student escort?,7,first_center_mid,The tourist,tourist,52439,0.6926419734954834,seller,35199,0.3073580265045166,Thetouristsellertour,False
"There is that student annoyed by the seller, so the tourist, who was escorted by the student, fell asleep.",Who did the seller annoy?,7,second_center_sim,The student,student,12307,0.7310585379600525,tourist,52439,0.2689414322376251,Thestudenttouriststudent,False
"There is that student annoyed by the seller, so the tourist, who was escorted by the student, fell asleep.",Who did the student escort?,7,first_center_sim,The tourist,tourist,52439,0.6740504503250122,seller,35199,0.3259495198726654,Thetourististist,False
"The tourist, who was escorted by the student, fell asleep. The student is the one annoyed by the seller.",Who did the seller annoy?,7,second_center_sim_rev,The student,student,12307,0.8688268065452576,tourist,52439,0.13117322325706482,Thestudentstudentstudentstudent,False
"The tourist, who was escorted by the student, fell asleep. The student is the one annoyed by the seller.",Who did the student escort?,7,first_center_sim_rev,The tourist,tourist,52439,0.9437636137008667,seller,35199,0.05623634159564972,Thetourististtour,False
The guy that the guide that the flight attendant delayed amused calmed down.,Who did the flight attendant delay?,8,second_center_com,The guide,guide,49470,0.7154240012168884,guy,70,0.2845759987831116,Theguideguyg,False
The guy that the guide that the flight attendant delayed amused calmed down.,Who did the guide amuse?,8,first_center_com,The guy,guy,70,0.2766905426979065,flight attendant,39490,0.7233095169067383,The attendantflight attendantflight,False
"The guy, who was amused by the guide delayed by the flight attendant, calmed down.",Who did the flight attendant delay?,8,second_center_mid,The guide,guide,49470,0.8723474144935608,guy,70,0.1276526302099228,Theguideguyg,False
"The guy, who was amused by the guide delayed by the flight attendant, calmed down.",Who did the guide amuse?,8,first_center_mid,The guy,guy,70,0.944587230682373,flight attendant,39490,0.05541279539465904,The attendantflight attendantflight,False
"There is that guide delayed by the flight attendant, so the guy, who was amused by the guide, calmed down.",Who did the flight attendant delay?,8,second_center_sim,The guide,guide,49470,0.8723474144935608,guy,70,0.1276526302099228,Theguideguyg,False
"There is that guide delayed by the flight attendant, so the guy, who was amused by the guide, calmed down.",Who did the guide amuse?,8,first_center_sim,The guy,guy,70,0.6740504503250122,flight attendant,39490,0.3259495198726654,The attendant attendant attendant attendant,False
"The guy, who was amused by the guide, calmed down. The guide is the one delayed by the flight attendant.",Who did the flight attendant delay?,8,second_center_sim_rev,The guide,guide,49470,0.9875683188438416,guy,70,0.01243165135383606,Theguideguyg,False
"The guy, who was amused by the guide, calmed down. The guide is the one delayed by the flight attendant.",Who did the guide amuse?,8,first_center_sim_rev,The guy,guy,70,0.9800530076026917,flight attendant,39490,0.019946934655308723,The attendantflight attendantflight,False
The artist that the curator that the museum hired praised smiled.,Who did the museum hire?,10,second_center_com,The curator,curator,2407,0.05146276578307152,artist,19135,0.9485372304916382,Theartistcuratorartist,False
The artist that the curator that the museum hired praised smiled.,Who did the curator praise?,10,first_center_com,The artist,artist,19135,0.9918753504753113,museum,76,0.008124709129333496,Theartistmuseumartist,False
"The artist, who was praised by the curator hired by the museum, smiled.",Who did the museum hire?,10,second_center_mid,The curator,curator,2407,0.08269733935594559,artist,19135,0.917302668094635,Theartistcuratorcur,False
"The artist, who was praised by the curator hired by the museum, smiled.",Who did the curator praise?,10,first_center_mid,The artist,artist,19135,0.9924813508987427,museum,76,0.007518718484789133,Theartistmuseumartist,False
"There is that curator hired by the museum, so the artist, who was praised by the curator, smiled.",Who did the museum hire?,10,second_center_sim,The curator,curator,2407,0.2465333491563797,artist,19135,0.7534666657447815,Theartistcuratorcur,False
"There is that curator hired by the museum, so the artist, who was praised by the curator, smiled.",Who did the curator praise?,10,first_center_sim,The artist,artist,19135,0.9949396848678589,museum,76,0.005060331895947456,Theartistmuseumartist,False
"The artist, who was praised by the curator, smiled. The curator is the one hired by the museum.",Who did the museum hire?,10,second_center_sim_rev,The curator,curator,2407,0.9005298018455505,artist,19135,0.09947021305561066,Thecuratorcurator,False
"The artist, who was praised by the curator, smiled. The curator is the one hired by the museum.",Who did the curator praise?,10,first_center_sim_rev,The artist,artist,19135,0.9914224743843079,museum,76,0.008577484637498856,Theartistmuseumartist,False
The child that the librarian that the author met liked smiled.,Who did the author meet?,11,second_center_com,The librarian,librarian,2808,0.10594827681779861,child,3124,0.8940516710281372,Thechildlibrarianchild,False
The child that the librarian that the author met liked smiled.,Who did the librarian like?,11,first_center_com,The child,child,3124,0.4902355968952179,author,3170,0.5097643733024597,Theauthorchildchildchild,False
"The child, which was liked by the librarian met by the author, smiled.",Who did the author meet?,11,second_center_mid,The librarian,librarian,2808,0.07864238321781158,child,3124,0.9213575720787048,Thechildlibrarianchild,False
"The child, which was liked by the librarian met by the author, smiled.",Who did the librarian like?,11,first_center_mid,The child,child,3124,0.4843800961971283,author,3170,0.5156199336051941,Theauthorchildauthorchild,False
"There is that librarian met by the author, so the child, which was liked by the librarian, smiled.",Who did the author meet?,11,second_center_sim,The librarian,librarian,2808,0.6619228720664978,child,3124,0.3380771279335022,Therarianlibrarianlib,False
"There is that librarian met by the author, so the child, which was liked by the librarian, smiled.",Who did the librarian like?,11,first_center_sim,The child,child,3124,0.35042139887809753,author,3170,0.6495786309242249,Theauthorchildauthorchild,False
"The child, who was liked by the librarian, smiled. The librarian is the one met by the author.",Who did the author meet?,11,second_center_sim_rev,The librarian,librarian,2808,0.8661325573921204,child,3124,0.13386750221252441,Thelibrarianchildchild,False
"The child, who was liked by the librarian, smiled. The librarian is the one met by the author.",Who did the librarian like?,11,first_center_sim_rev,The child,child,3124,0.7853085398674011,author,3170,0.2146914154291153,Thechildauthorauthorauthor,False
The singer that the manager that the producer hired promoted performed.,Who did the producer hire?,12,second_center_com,The manager,manager,13600,0.15304216742515564,singer,82,0.8469578623771667,Thesingermanagermanager,False
The singer that the manager that the producer hired promoted performed.,Who did the manager promote?,12,first_center_com,The singer,singer,82,0.7549149990081787,producer,60012,0.24508501589298248,Thesingerproducerproducer,False
"The singer, who was promoted by the manager hired by the producer, performed.",Who did the producer hire?,12,second_center_mid,The manager,manager,13600,0.9268352389335632,singer,82,0.07316471636295319,Themanagermanagermanagermanager,False
"The singer, who was promoted by the manager hired by the producer, performed.",Who did the manager promote?,12,first_center_mid,The singer,singer,82,0.8879840970039368,producer,60012,0.11201596260070801,Thesingerproducerproducer,False
"There is that manager hired by the producer, so the singer, who was promoted by the manager, performed.",Who did the producer hire?,12,second_center_sim,The manager,manager,13600,0.9768466353416443,singer,82,0.023153411224484444,Themanagermanagermanagermanager,False
"There is that manager hired by the producer, so the singer, who was promoted by the manager, performed.",Who did the manager promote?,12,first_center_sim,The singer,singer,82,0.9556514620780945,producer,60012,0.0443485826253891,Thesingerproducerproducer,False
"The singer, who was promoted by the manager, performed. The manager is the one hired by the producer.",Who did the producer hire?,12,second_center_sim_rev,The manager,manager,13600,0.8887587189674377,singer,82,0.11124120652675629,Themanagermanagermanagermanager,False
"The singer, who was promoted by the manager, performed. The manager is the one hired by the producer.",Who did the manager promote?,12,first_center_sim_rev,The singer,singer,82,0.9575962424278259,producer,60012,0.04240383207798004,Thesingerproducerproducer,False
The dancer that the photographer that the director hired photographed bowed.,Who did the director hire?,13,second_center_com,The photographer,photographer,52399,0.9425067901611328,dancer,67,0.05749327689409256,Thephotographerdancer,False
The dancer that the photographer that the director hired photographed bowed.,Who did the photographer photograph?,13,first_center_com,The dancer,dancer,67,0.5602526664733887,director,70895,0.43974730372428894,Thedancerdirectord,False
"The dancer, who was photographed by the photographer hired by the director, bowed.",Who did the director hire?,13,second_center_mid,The photographer,photographer,52399,0.9872773289680481,dancer,67,0.012722709216177464,Thephotographerphotographer,False
"The dancer, who was photographed by the photographer hired by the director, bowed.",Who did the photographer photograph?,13,first_center_mid,The dancer,dancer,67,0.7704647779464722,director,70895,0.22953520715236664,Thedancerdancer,False
"There is that photographer hired by the director, so the dancer, who was photographed by the photographer, bowed.",Who did the director hire?,13,second_center_sim,The photographer,photographer,52399,0.9879462122917175,dancer,67,0.0120537793263793,Thephotographerdancer,False
"There is that photographer hired by the director, so the dancer, who was photographed by the photographer, bowed.",Who did the photographer photograph?,13,first_center_sim,The dancer,dancer,67,0.5506073832511902,director,70895,0.4493926465511322,Thedancerdancer,False
"The dancer, who was photographed by the photographer, bowed. The photographer is the one hired by the director.",Who did the director hire?,13,second_center_sim_rev,The photographer,photographer,52399,0.9895108342170715,dancer,67,0.010489091277122498,Thephotographerdancer,False
"The dancer, who was photographed by the photographer, bowed. The photographer is the one hired by the director.",Who did the photographer photograph?,13,first_center_sim_rev,The dancer,dancer,67,0.8092759251594543,director,70895,0.19072401523590088,Thedancerdancer,False
The baker that the chef that the manager appointed scolded left.,Who did the manager appoint?,14,second_center_com,The chef,chef,76179,0.8856314420700073,baker,65,0.11436852067708969,Thechefbakerchef,False
The baker that the chef that the manager appointed scolded left.,Who did the chef scold?,14,first_center_com,The baker,baker,65,0.5058591365814209,manager,13600,0.4941408932209015,Thebakermanagerb,False
"The baker, who was scolded by the chef appointed by the manager, left.",Who did the manager appoint?,14,second_center_mid,The chef,chef,76179,0.9757624268531799,baker,65,0.024237636476755142,Thechefbakerchef,False
"The baker, who was scolded by the chef appointed by the manager, left.",Who did the chef scold?,14,first_center_mid,The baker,baker,65,0.8418256044387817,manager,13600,0.15817435085773468,Thebakerbaker,False
"There is that chef appointed by the manager, so the baker, who was scolded by the chef, left.",Who did the manager appoint?,14,second_center_sim,The chef,chef,76179,0.9553191661834717,baker,65,0.0446808747947216,Thechefbakerchef,False
"There is that chef appointed by the manager, so the baker, who was scolded by the chef, left.",Who did the chef scold?,14,first_center_sim,The baker,baker,65,0.9695556163787842,manager,13600,0.030444350093603134,Thebakerbaker,False
"The baker, who was scolded by the chef, left. The chef is the one appointed by the manager.",Who did the manager appoint?,14,second_center_sim_rev,The chef,chef,76179,0.9603611826896667,baker,65,0.03963884338736534,Thechefbakerchef,False
"The baker, who was scolded by the chef, left. The chef is the one appointed by the manager.",Who did the chef scold?,14,first_center_sim_rev,The baker,baker,65,0.9314625263214111,manager,13600,0.06853749603033066,Thebakerbaker,False
The athlete that the coach that the reporter interviewed loved won.,Who did the reporter interview?,15,second_center_com,The coach,coach,89193,0.16344544291496277,athlete,91044,0.8365545868873596,Theathletecoachathletecoach,False
The athlete that the coach that the reporter interviewed loved won.,Who did the coach love?,15,first_center_com,The athlete,athlete,91044,0.9944451451301575,reporter,11998,0.005554925184696913,Theathleteathleteathleteathlete,False
"The athlete, who was loved by the coach interviewed by the reporter, won.",Who did the reporter interview?,15,second_center_mid,The coach,coach,89193,0.6150878667831421,athlete,91044,0.3849121630191803,Thecoachathleteathletecoach,False
"The athlete, who was loved by the coach interviewed by the reporter, won.",Who did the coach love?,15,first_center_mid,The athlete,athlete,91044,0.9981178045272827,reporter,11998,0.0018821859266608953,Theathleteathleteathleteathlete,False
"There is that coach interviewed by the reporter, so the athlete, who was loved by the coach, won.",Who did the reporter interview?,15,second_center_sim,The coach,coach,89193,0.9711290597915649,athlete,91044,0.028870906680822372,Thecoachcoachcoachcoach,False
"There is that coach interviewed by the reporter, so the athlete, who was loved by the coach, won.",Who did the coach love?,15,first_center_sim,The athlete,athlete,91044,0.9993201494216919,reporter,11998,0.000679842836689204,Theathleteathleteathleteathlete,False
"The athlete, who was loved by the coach, won. The coach is the one interviewed by the reporter.",Who did the reporter interview?,15,second_center_sim_rev,The coach,coach,89193,0.851952850818634,athlete,91044,0.14804719388484955,Thecoachcoachcoachcoach,False
"The athlete, who was loved by the coach, won. The coach is the one interviewed by the reporter.",Who did the coach love?,15,first_center_sim_rev,The athlete,athlete,91044,0.9986222982406616,reporter,11998,0.001377732609398663,Theathleteathleteathleteathlete,False
The programmer that the engineer that the manager promoted collaborated with laughed.,Who did the manager promote?,16,second_center_com,The engineer,engineer,8680,0.35220178961753845,programmer,15252,0.6477982401847839,Theprogrammerengineer,False
The programmer that the engineer that the manager promoted collaborated with laughed.,Who did the engineer collaborate with?,16,first_center_com,The programmer,programmer,15252,0.3415825068950653,manager,13600,0.6584175229072571,Themanagerprogrammerprogram,False
"The programmer, who collaborated with the engineer promoted by the manager, laughed.",Who did the manager promote?,16,second_center_mid,The engineer,engineer,8680,0.7592254281044006,programmer,15252,0.24077460169792175,Theengineerprogrammer,False
"The programmer, who collaborated with the engineer promoted by the manager, laughed.",Who did the engineer collaborate with?,16,first_center_mid,The programmer,programmer,15252,0.5,manager,13600,0.5,Themanagerprogrammerprogram,False
"There is that engineer promoted by the manager, so the programmer, who collaborated with the engineer, laughed.",Who did the manager promote?,16,second_center_sim,The engineer,engineer,8680,0.8816148638725281,programmer,15252,0.11838509887456894,Theengineerengineer,False
"There is that engineer promoted by the manager, so the programmer, who collaborated with the engineer, laughed.",Who did the engineer collaborate with?,16,first_center_sim,The programmer,programmer,15252,0.9640516638755798,manager,13600,0.03594832494854927,Theprogrammerprogrammer,False
"The programmer, who collaborated with the engineer, laughed. The engineer is the one promoted by the manager.",Who did the manager promote?,16,second_center_sim_rev,The engineer,engineer,8680,0.8509646654129028,programmer,15252,0.1490352898836136,Theengineerengineer,False
"The programmer, who collaborated with the engineer, laughed. The engineer is the one promoted by the manager.",Who did the engineer collaborate with?,16,first_center_sim_rev,The programmer,programmer,15252,0.7074047327041626,manager,13600,0.2925953269004822,Theprogrammermanagerprogram,False
The teacher that the principal that the parent blamed scolded resigned.,Who did the parent blame?,17,second_center_com,The principal,principal,67550,0.22135069966316223,teacher,24247,0.7786493301391602,Theteacherprincipalteacherprincipal,False
The teacher that the principal that the parent blamed scolded resigned.,Who did the principal scold?,17,first_center_com,The teacher,teacher,24247,0.8807970285415649,parent,3850,0.11920291930437088,Theteacherparentteacherparent,False
"The teacher, who was scolded by the principal blamed by the parent, resigned.",Who did the parent blame?,17,second_center_mid,The principal,principal,67550,0.28776782751083374,teacher,24247,0.7122321724891663,Theteacherteacherteacherteacher,False
"The teacher, who was scolded by the principal blamed by the parent, resigned.",Who did the principal scold?,17,first_center_mid,The teacher,teacher,24247,0.9399133324623108,parent,3850,0.06008664518594742,Theteacherparentteacherparent,False
"There is that principal blamed by the parent, so the teacher, who was scolded by the principal, resigned.",Who did the parent blame?,17,second_center_sim,The principal,principal,67550,0.1550784707069397,teacher,24247,0.8449215292930603,Theteacherprincipalteacherprincipal,False
"There is that principal blamed by the parent, so the teacher, who was scolded by the principal, resigned.",Who did the principal scold?,17,first_center_sim,The teacher,teacher,24247,0.9821512699127197,parent,3850,0.01784873753786087,Theteacherteacherteacherteacher,False
"The teacher, who was scolded by the principal, resigned. The principal is the one blamed by the parent.",Who did the parent blame?,17,second_center_sim_rev,The principal,principal,67550,0.2925953269004822,teacher,24247,0.7074047327041626,Theteacherteacherteacherteacher,False
"The teacher, who was scolded by the principal, resigned. The principal is the one blamed by the parent.",Who did the principal scold?,17,first_center_sim_rev,The teacher,teacher,24247,0.9763104915618896,parent,3850,0.023689471185207367,Theteacherparentteacherparent,False
The nurse that the doctor that the patient praised helped smiled.,Who did the patient praise?,18,second_center_com,The doctor,doctor,38083,0.9196425676345825,nurse,77,0.08035746961832047,Thedoctornursedoctor,False
The nurse that the doctor that the patient praised helped smiled.,Who did the doctor help?,18,first_center_com,The nurse,nurse,77,0.11920291930437088,patient,23557,0.8807970285415649,Thepatientnursepatient,False
"The nurse, who was helped by the doctor praised by the patient, smiled.",Who did the patient praise?,18,second_center_mid,The doctor,doctor,38083,0.9879462122917175,nurse,77,0.0120537793263793,Thedoctornursedoctor,False
"The nurse, who was helped by the doctor praised by the patient, smiled.",Who did the doctor help?,18,first_center_mid,The nurse,nurse,77,0.13028542697429657,patient,23557,0.869714617729187,Thepatientnursepatient,False
"There is that doctor praised by the patient, so the nurse, who was helped by the doctor, smiled.",Who did the patient praise?,18,second_center_sim,The doctor,doctor,38083,0.9863631129264832,nurse,77,0.013636834919452667,Thedoctornursedoctor,False
"There is that doctor praised by the patient, so the nurse, who was helped by the doctor, smiled.",Who did the doctor help?,18,first_center_sim,The nurse,nurse,77,0.5370413661003113,patient,23557,0.46295860409736633,Theursenursepatient,False
"The nurse, who was helped by the doctor, smiled. The doctor is the one praised by the patient.",Who did the patient praise?,18,second_center_sim_rev,The doctor,doctor,38083,0.9768466353416443,nurse,77,0.023153411224484444,Thedoctornursedoctor,False
"The nurse, who was helped by the doctor, smiled. The doctor is the one praised by the patient.",Who did the doctor help?,18,first_center_sim_rev,The nurse,nurse,77,0.5409238338470459,patient,23557,0.4590761363506317,Thenursepatientpatient,False
The customer that the waiter that the woman liked served tipped.,Who did the woman like?,19,second_center_com,The waiter,waiter,11748,0.3225260078907013,customer,11296,0.6774740219116211,Thecustomerwaiterwait,False
The customer that the waiter that the woman liked served tipped.,Who did the waiter serve?,19,first_center_com,The customer,customer,11296,0.7325918078422546,woman,22803,0.267408162355423,Thecustomerwomanwomanwoman,False
"The customer, who was served by the waiter liked by the woman, tipped.",Who did the woman like?,19,second_center_mid,The waiter,waiter,11748,0.7041600942611694,customer,11296,0.2958398759365082,Thewaitercustomercustomer,False
"The customer, who was served by the waiter liked by the woman, tipped.",Who did the waiter serve?,19,first_center_mid,The customer,customer,11296,0.9324532747268677,woman,22803,0.06754669547080994,Thecustomerwomanwomanwoman,False
"There is that waiter liked by the woman, so the customer, who was served by the waiter, tipped.",Who did the woman like?,19,second_center_sim,The waiter,waiter,11748,0.9407896995544434,customer,11296,0.05921025201678276,Thewaitercustomerwait,False
"There is that waiter liked by the woman, so the customer, who was served by the waiter, tipped.",Who did the waiter serve?,19,first_center_sim,The customer,customer,11296,0.7981867790222168,woman,22803,0.2018132209777832,Thecustomerwomancustomerwoman,False
