sentence,question,set_id,type,answer,correct_option,correct_first_token,correct_probability,incorrect_option,incorrect_first_token,incorrect_probability,predicted_answer,is_correct_prediction
"The thief, who was surprised by the mover, got caught. The mover is the one known by the architect.",Who did the mover surprise?,3,first_center_sim_rev,The thief,thief,266,0.9997063279151917,architect,6956,0.000293654651613906,The thief thief,True
The student that the producer that the director hired preferred resigned.,Who did the director hire?,4,second_center_com,The producer,producer,14297,0.7520125508308411,student,8368,0.24798743426799774,The producer student student student,True
The student that the producer that the director hired preferred resigned.,Who did the producer prefer?,4,first_center_com,The student,student,8368,0.957277774810791,director,8881,0.0427221953868866,The student director student director,True
"The student, who was preferred by the producer hired by the director, resigned.",Who did the director hire?,4,second_center_mid,The producer,producer,14297,0.5467381477355957,student,8368,0.4532618820667267,The producer student student student,True
"The student, who was preferred by the producer hired by the director, resigned.",Who did the producer prefer?,4,first_center_mid,The student,student,8368,0.9919379353523254,director,8881,0.00806199200451374,The student director student director,True
"There is that producer hired by the director, so the student, who was preferred by the producer, resigned.",Who did the director hire?,4,second_center_sim,The producer,producer,14297,0.3073580265045166,student,8368,0.6926419734954834,The student producer student producer,False
"There is that producer hired by the director, so the student, who was preferred by the producer, resigned.",Who did the producer prefer?,4,first_center_sim,The student,student,8368,0.9944451451301575,director,8881,0.005554925184696913,The student student student student,True
"The student, who was preferred by the producer, resigned. The producer is the one hired by the director.",Who did the director hire?,4,second_center_sim_rev,The producer,producer,14297,0.9399133324623108,student,8368,0.06008664518594742,The producer student student student,True
"The student, who was preferred by the producer, resigned. The producer is the one hired by the director.",Who did the producer prefer?,4,first_center_sim_rev,The student,student,8368,0.9728307723999023,director,8881,0.027169233188033104,The student student student student,True
The technician the assistant that the ambassador insulted found was scratched.,Who did the ambassador insult?,5,second_center_com,The assistant,assistant,20255,0.49218812584877014,technician,5722,0.5078118443489075,The technician assistant techn,False
The technician the assistant that the ambassador insulted found was scratched.,Who did the assistant find?,5,first_center_com,The technician,technician,5722,0.9907320141792297,ambassador,3181,0.009268012829124928,The technician technician,True
"The technician, who was found by the assistant insulted by the ambassador, was scratched.",Who did the ambassador insult?,5,second_center_mid,The assistant,assistant,20255,0.2393493503332138,technician,5722,0.7606506943702698,The technician technician,False
"The technician, who was found by the assistant insulted by the ambassador, was scratched.",Who did the assistant find?,5,first_center_mid,The technician,technician,5722,0.9979810118675232,ambassador,3181,0.0020190137438476086,The technician technician,True
"There is that assistant insulted by the ambassador, so the technician, who was found by the assistant, was scratched.",Who did the ambassador insult?,5,second_center_sim,The assistant,assistant,20255,0.9889278411865234,technician,5722,0.011072160676121712,The assistant assistant assistant assistant,True
"There is that assistant insulted by the ambassador, so the technician, who was found by the assistant, was scratched.",Who did the assistant find?,5,first_center_sim,The technician,technician,5722,0.999969482421875,ambassador,3181,3.0479142878903076e-05,The technician technician,True
"The technician, who was found by the assistant, was scratched. The assistant is the one insulted by the ambassador.",Who did the ambassador insult?,5,second_center_sim_rev,The assistant,assistant,20255,0.944587230682373,technician,5722,0.05541279539465904,The assistant technician assistant,True
"The technician, who was found by the assistant, was scratched. The assistant is the one insulted by the ambassador.",Who did the assistant find?,5,first_center_sim_rev,The technician,technician,5722,0.9998785257339478,ambassador,3181,0.00012148175301263109,The technician technician,True
The model that the broadcaster that the waiter slandered recognized got famous.,Who did the waiter slander?,6,second_center_com,The broadcaster,broadcaster,7300,0.5698526501655579,model,1904,0.43014732003211975,The broadcaster model,True
The model that the broadcaster that the waiter slandered recognized got famous.,Who did the broadcaster recognize?,6,first_center_com,The model,model,1904,0.8267117738723755,waiter,4480,0.17328819632530212,The model model model model,True
"The model, who was recognized by the broadcaster slandered by the waiter, got famous.",Who did the waiter slander?,6,second_center_mid,The broadcaster,broadcaster,7300,0.005060331895947456,model,1904,0.9949396848678589,The model broadcaster,False
"The model, who was recognized by the broadcaster slandered by the waiter, got famous.",Who did the broadcaster recognize?,6,first_center_mid,The model,model,1904,0.9950177073478699,waiter,4480,0.004982269834727049,The model model model model,True
"There is that broadcaster slandered by the waiter, so the model, who was recognized by the broadcaster, got famous.",Who did the waiter slander?,6,second_center_sim,The broadcaster,broadcaster,7300,0.9943581223487854,model,1904,0.005641908850520849,The broadcaster broad,True
"There is that broadcaster slandered by the waiter, so the model, who was recognized by the broadcaster, got famous.",Who did the broadcaster recognize?,6,first_center_sim,The model,model,1904,0.9939963817596436,waiter,4480,0.006003595422953367,The model model model model,True
"The model, who was recognized by the broadcaster, got famous. The broadcaster is the one slandered by the waiter.",Who did the waiter slander?,6,second_center_sim_rev,The broadcaster,broadcaster,7300,0.36658975481987,model,1904,0.6334102749824524,The model broadcaster,False
"The model, who was recognized by the broadcaster, got famous. The broadcaster is the one slandered by the waiter.",Who did the broadcaster recognize?,6,first_center_sim_rev,The model,model,1904,0.9996079802513123,waiter,4480,0.0003920417802873999,The model model model model,True
The tourist that the student that the seller annoyed escorted fell asleep.,Who did the seller annoy?,7,second_center_com,The student,student,8368,0.6113819479942322,tourist,6282,0.38861799240112305,The student tourist tour,True
The tourist that the student that the seller annoyed escorted fell asleep.,Who did the student escort?,7,first_center_com,The tourist,tourist,6282,0.9959298968315125,seller,269,0.004070138093084097,The tourist seller,True
"The tourist, who was escorted by the student annoyed by the seller, fell asleep.",Who did the seller annoy?,7,second_center_mid,The student,student,8368,0.3775406777858734,tourist,6282,0.622459352016449,The tourist student tour,False
"The tourist, who was escorted by the student annoyed by the seller, fell asleep.",Who did the student escort?,7,first_center_mid,The tourist,tourist,6282,0.9998644590377808,seller,269,0.00013552079326473176,The tourist seller,True
"There is that student annoyed by the seller, so the tourist, who was escorted by the student, fell asleep.",Who did the seller annoy?,7,second_center_sim,The student,student,8368,0.6959583163261414,tourist,6282,0.30404165387153625,The student tourist student,True
"There is that student annoyed by the seller, so the tourist, who was escorted by the student, fell asleep.",Who did the student escort?,7,first_center_sim,The tourist,tourist,6282,0.9999785423278809,seller,269,2.1444948288262822e-05,The tourist seller,True
"The tourist, who was escorted by the student, fell asleep. The student is the one annoyed by the seller.",Who did the seller annoy?,7,second_center_sim_rev,The student,student,8368,0.9553191661834717,tourist,6282,0.0446808747947216,The student tourist student,True
"The tourist, who was escorted by the student, fell asleep. The student is the one annoyed by the seller.",Who did the student escort?,7,first_center_sim_rev,The tourist,tourist,6282,0.9992678761482239,seller,269,0.0007321813027374446,The tourist seller,True
The guy that the guide that the flight attendant delayed amused calmed down.,Who did the flight attendant delay?,8,second_center_com,The guide,guide,10754,0.8031737804412842,guy,1410,0.19682620465755463,The guide guy gu,True
The guy that the guide that the flight attendant delayed amused calmed down.,Who did the guide amuse?,8,first_center_com,The guy,guy,1410,0.06097518280148506,flight attendant,16286,0.939024806022644,The flight attendant gu,False
"The guy, who was amused by the guide delayed by the flight attendant, calmed down.",Who did the flight attendant delay?,8,second_center_mid,The guide,guide,10754,0.9697853922843933,guy,1410,0.030214589089155197,The guide guy gu,True
"The guy, who was amused by the guide delayed by the flight attendant, calmed down.",Who did the guide amuse?,8,first_center_mid,The guy,guy,1410,0.5698526501655579,flight attendant,16286,0.43014732003211975,The guy attendant,True
"There is that guide delayed by the flight attendant, so the guy, who was amused by the guide, calmed down.",Who did the flight attendant delay?,8,second_center_sim,The guide,guide,10754,0.917302668094635,guy,1410,0.08269733935594559,The guide guy gu,True
"There is that guide delayed by the flight attendant, so the guy, who was amused by the guide, calmed down.",Who did the guide amuse?,8,first_center_sim,The guy,guy,1410,0.9532750844955444,flight attendant,16286,0.04672496020793915,The guy attendant,True
"The guy, who was amused by the guide, calmed down. The guide is the one delayed by the flight attendant.",Who did the flight attendant delay?,8,second_center_sim_rev,The guide,guide,10754,0.9924227595329285,guy,1410,0.007577240467071533,The guide guy gu,True
"The guy, who was amused by the guide, calmed down. The guide is the one delayed by the flight attendant.",Who did the guide amuse?,8,first_center_sim_rev,The guy,guy,1410,0.9755768775939941,flight attendant,16286,0.024423090741038322,The guy guy,True
The artist that the curator that the museum hired praised smiled.,Who did the museum hire?,10,second_center_com,The curator,curator,3151,0.6893056035041809,artist,7664,0.3106943964958191,The curator artist artist,True
The artist that the curator that the museum hired praised smiled.,Who did the curator praise?,10,first_center_com,The artist,artist,7664,0.9241418242454529,museum,19133,0.07585817575454712,The artist museum museum museum,True
"The artist, who was praised by the curator hired by the museum, smiled.",Who did the museum hire?,10,second_center_mid,The curator,curator,3151,0.8198933005332947,artist,7664,0.18010665476322174,The curator curator,True
"The artist, who was praised by the curator hired by the museum, smiled.",Who did the curator praise?,10,first_center_mid,The artist,artist,7664,0.999208390712738,museum,19133,0.0007916296017356217,The artist museum artist museum,True
"There is that curator hired by the museum, so the artist, who was praised by the curator, smiled.",Who did the museum hire?,10,second_center_sim,The curator,curator,3151,0.32766830921173096,artist,7664,0.672331690788269,The artist curator artist,False
"There is that curator hired by the museum, so the artist, who was praised by the curator, smiled.",Who did the curator praise?,10,first_center_sim,The artist,artist,7664,0.9997765421867371,museum,19133,0.0002234163403045386,The artist museum artist artist,True
"The artist, who was praised by the curator, smiled. The curator is the one hired by the museum.",Who did the museum hire?,10,second_center_sim_rev,The curator,curator,3151,0.9343951344490051,artist,7664,0.06560482829809189,The curator curator,True
"The artist, who was praised by the curator, smiled. The curator is the one hired by the museum.",Who did the curator praise?,10,first_center_sim_rev,The artist,artist,7664,0.9999545812606812,museum,19133,4.539786823443137e-05,The artist artist artist artist,True
The child that the librarian that the author met liked smiled.,Who did the author meet?,11,second_center_com,The librarian,librarian,619,0.9314625263214111,child,2278,0.06853749603033066,The librarian child,True
The child that the librarian that the author met liked smiled.,Who did the librarian like?,11,first_center_com,The child,child,2278,0.637030839920044,author,4148,0.36296921968460083,The child author author author,True
"The child, which was liked by the librarian met by the author, smiled.",Who did the author meet?,11,second_center_mid,The librarian,librarian,619,0.6992543935775757,child,2278,0.30074557662010193,The librarian child,True
"The child, which was liked by the librarian met by the author, smiled.",Who did the librarian like?,11,first_center_mid,The child,child,2278,0.9111796617507935,author,4148,0.08882028609514236,The child author author author,True
"There is that librarian met by the author, so the child, which was liked by the librarian, smiled.",Who did the author meet?,11,second_center_sim,The librarian,librarian,619,0.36296921968460083,child,2278,0.637030839920044,The child librarian,False
"There is that librarian met by the author, so the child, which was liked by the librarian, smiled.",Who did the librarian like?,11,first_center_sim,The child,child,2278,0.9724147915840149,author,4148,0.027585284784436226,The child author author author,True
"The child, who was liked by the librarian, smiled. The librarian is the one met by the author.",Who did the author meet?,11,second_center_sim_rev,The librarian,librarian,619,0.8499711751937866,child,2278,0.15002882480621338,The librarian child,True
"The child, who was liked by the librarian, smiled. The librarian is the one met by the author.",Who did the librarian like?,11,first_center_sim_rev,The child,child,2278,0.9830850958824158,author,4148,0.016914913430809975,The child author author author,True
The singer that the manager that the producer hired promoted performed.,Who did the producer hire?,12,second_center_com,The manager,manager,8455,0.024423090741038322,singer,15640,0.9755768775939941,The singer singer manager manager,False
The singer that the manager that the producer hired promoted performed.,Who did the manager promote?,12,first_center_com,The singer,singer,15640,0.9867772459983826,producer,14297,0.013222822919487953,The singer singer singer singer,True
"The singer, who was promoted by the manager hired by the producer, performed.",Who did the producer hire?,12,second_center_mid,The manager,manager,8455,0.7879312038421631,singer,15640,0.2120688110589981,The manager manager manager manager,True
"The singer, who was promoted by the manager hired by the producer, performed.",Who did the manager promote?,12,first_center_mid,The singer,singer,15640,0.9994296431541443,producer,14297,0.0005703156930394471,The singer singer singer singer,True
"There is that manager hired by the producer, so the singer, who was promoted by the manager, performed.",Who did the producer hire?,12,second_center_sim,The manager,manager,8455,0.9777138829231262,singer,15640,0.02228618785738945,The manager manager manager manager,True
"There is that manager hired by the producer, so the singer, who was promoted by the manager, performed.",Who did the manager promote?,12,first_center_sim,The singer,singer,15640,0.9996199607849121,producer,14297,0.0003799845289904624,The singer singer singer singer,True
"The singer, who was promoted by the manager, performed. The manager is the one hired by the producer.",Who did the producer hire?,12,second_center_sim_rev,The manager,manager,8455,0.9822876453399658,singer,15640,0.017712296918034554,The manager manager singer singer,True
"The singer, who was promoted by the manager, performed. The manager is the one hired by the producer.",Who did the manager promote?,12,first_center_sim_rev,The singer,singer,15640,0.9999508857727051,producer,14297,4.9086618673754856e-05,The singer singer singer singer,True
The dancer that the photographer that the director hired photographed bowed.,Who did the director hire?,13,second_center_com,The photographer,photographer,17739,0.8354835510253906,dancer,6025,0.16451644897460938,The photographer photographer,True
The dancer that the photographer that the director hired photographed bowed.,Who did the photographer photograph?,13,first_center_com,The dancer,dancer,6025,0.971563994884491,director,8881,0.02843603491783142,The dancer dancer,True
"The dancer, who was photographed by the photographer hired by the director, bowed.",Who did the director hire?,13,second_center_mid,The photographer,photographer,17739,0.7718434929847717,dancer,6025,0.22815649211406708,The photographer photographer,True
"The dancer, who was photographed by the photographer hired by the director, bowed.",Who did the photographer photograph?,13,first_center_mid,The dancer,dancer,6025,0.995866060256958,director,8881,0.004133968148380518,The dancer dancer,True
"There is that photographer hired by the director, so the dancer, who was photographed by the photographer, bowed.",Who did the director hire?,13,second_center_sim,The photographer,photographer,17739,0.7122321724891663,dancer,6025,0.28776782751083374,The photographer photographer,True
"There is that photographer hired by the director, so the dancer, who was photographed by the photographer, bowed.",Who did the photographer photograph?,13,first_center_sim,The dancer,dancer,6025,0.9984021782875061,director,8881,0.001597845577634871,The dancer dancer,True
"The dancer, who was photographed by the photographer, bowed. The photographer is the one hired by the director.",Who did the director hire?,13,second_center_sim_rev,The photographer,photographer,17739,0.9955315589904785,dancer,6025,0.00446838466450572,The photographer photographer,True
"The dancer, who was photographed by the photographer, bowed. The photographer is the one hired by the director.",Who did the photographer photograph?,13,first_center_sim_rev,The dancer,dancer,6025,0.9997175335884094,director,8881,0.0002824080875143409,The dancer dancer,True
The baker that the chef that the manager appointed scolded left.,Who did the manager appoint?,14,second_center_com,The chef,chef,14547,0.29421496391296387,baker,289,0.7057850360870361,The baker baker,False
The baker that the chef that the manager appointed scolded left.,Who did the chef scold?,14,first_center_com,The baker,baker,289,0.937210738658905,manager,8455,0.0627892017364502,The baker manager b,True
"The baker, who was scolded by the chef appointed by the manager, left.",Who did the manager appoint?,14,second_center_mid,The chef,chef,14547,0.8333246111869812,baker,289,0.16667540371418,The chef baker b,True
"The baker, who was scolded by the chef appointed by the manager, left.",Who did the chef scold?,14,first_center_mid,The baker,baker,289,0.9990600943565369,manager,8455,0.0009399440023116767,The baker baker,True
"There is that chef appointed by the manager, so the baker, who was scolded by the chef, left.",Who did the manager appoint?,14,second_center_sim,The chef,chef,14547,0.9921841025352478,baker,289,0.007815889082849026,The chef baker chef,True
"There is that chef appointed by the manager, so the baker, who was scolded by the chef, left.",Who did the chef scold?,14,first_center_sim,The baker,baker,289,0.999823272228241,manager,8455,0.00017674513219390064,The baker baker,True
"The baker, who was scolded by the chef, left. The chef is the one appointed by the manager.",Who did the manager appoint?,14,second_center_sim_rev,The chef,chef,14547,0.9995827078819275,baker,289,0.00041731575038284063,The chef baker chef,True
"The baker, who was scolded by the chef, left. The chef is the one appointed by the manager.",Who did the chef scold?,14,first_center_sim_rev,The baker,baker,289,0.9999090433120728,manager,8455,9.098841110244393e-05,The baker baker,True
The athlete that the coach that the reporter interviewed loved won.,Who did the reporter interview?,15,second_center_com,The coach,coach,11182,0.028870906680822372,athlete,17622,0.9711290597915649,The athlete coach ath,False
The athlete that the coach that the reporter interviewed loved won.,Who did the coach love?,15,first_center_com,The athlete,athlete,17622,0.9740425944328308,reporter,1634,0.02595735713839531,The athlete reporter,True
"The athlete, who was loved by the coach interviewed by the reporter, won.",Who did the reporter interview?,15,second_center_mid,The coach,coach,11182,0.837619960308075,athlete,17622,0.16238002479076385,The coach athlete coach,True
"The athlete, who was loved by the coach interviewed by the reporter, won.",Who did the coach love?,15,first_center_mid,The athlete,athlete,17622,0.9908744096755981,reporter,1634,0.00912563782185316,The athlete reporter,True
"There is that coach interviewed by the reporter, so the athlete, who was loved by the coach, won.",Who did the reporter interview?,15,second_center_sim,The coach,coach,11182,0.7248703241348267,athlete,17622,0.2751297354698181,The coach coach athlete,True
"There is that coach interviewed by the reporter, so the athlete, who was loved by the coach, won.",Who did the coach love?,15,first_center_sim,The athlete,athlete,17622,0.9961155652999878,reporter,1634,0.0038844766095280647,The athlete reporter,True
"The athlete, who was loved by the coach, won. The coach is the one interviewed by the reporter.",Who did the reporter interview?,15,second_center_sim_rev,The coach,coach,11182,0.9664104580879211,athlete,17622,0.03358950465917587,The coach coach athlete,True
"The athlete, who was loved by the coach, won. The coach is the one interviewed by the reporter.",Who did the coach love?,15,first_center_sim_rev,The athlete,athlete,17622,0.9992903470993042,reporter,1634,0.0007096704212017357,The athlete reporter,True
The programmer that the engineer that the manager promoted collaborated with laughed.,Who did the manager promote?,16,second_center_com,The engineer,engineer,22055,0.06187598407268524,programmer,27922,0.9381240010261536,The programmer programmer engineer programmer,False
The programmer that the engineer that the manager promoted collaborated with laughed.,Who did the engineer collaborate with?,16,first_center_com,The programmer,programmer,27922,0.977022647857666,manager,8455,0.022977370768785477,The programmer programmer programmer programmer,True
"The programmer, who collaborated with the engineer promoted by the manager, laughed.",Who did the manager promote?,16,second_center_mid,The engineer,engineer,22055,0.6757646203041077,programmer,27922,0.32423537969589233,The engineer programmer programmer engineer,True
"The programmer, who collaborated with the engineer promoted by the manager, laughed.",Who did the engineer collaborate with?,16,first_center_mid,The programmer,programmer,27922,0.9879462122917175,manager,8455,0.0120537793263793,The programmer manager manager manager,True
"There is that engineer promoted by the manager, so the programmer, who collaborated with the engineer, laughed.",Who did the manager promote?,16,second_center_sim,The engineer,engineer,22055,0.6406359076499939,programmer,27922,0.3593641519546509,The engineer programmer programmer programmer,True
"There is that engineer promoted by the manager, so the programmer, who collaborated with the engineer, laughed.",Who did the engineer collaborate with?,16,first_center_sim,The programmer,programmer,27922,0.9991440773010254,manager,8455,0.0008559006382711232,The programmer programmer programmer programmer,True
"The programmer, who collaborated with the engineer, laughed. The engineer is the one promoted by the manager.",Who did the manager promote?,16,second_center_sim_rev,The engineer,engineer,22055,0.9124361872673035,programmer,27922,0.08756384998559952,The engineer programmer programmer engineer,True
"The programmer, who collaborated with the engineer, laughed. The engineer is the one promoted by the manager.",Who did the engineer collaborate with?,16,first_center_sim_rev,The programmer,programmer,27922,0.9964063763618469,manager,8455,0.0035936026833951473,The programmer programmer programmer programmer,True
The teacher that the principal that the parent blamed scolded resigned.,Who did the parent blame?,17,second_center_com,The principal,principal,5882,0.2538610100746155,teacher,15703,0.7461389899253845,The teacher principal principal teacher,False
The teacher that the principal that the parent blamed scolded resigned.,Who did the principal scold?,17,first_center_com,The teacher,teacher,15703,0.9859364032745361,parent,3847,0.014063626527786255,The teacher teacher parent parent,True
"The teacher, who was scolded by the principal blamed by the parent, resigned.",Who did the parent blame?,17,second_center_mid,The principal,principal,5882,0.0007096704212017357,teacher,15703,0.9992903470993042,The teacher teacher teacher teacher,False
"The teacher, who was scolded by the principal blamed by the parent, resigned.",Who did the principal scold?,17,first_center_mid,The teacher,teacher,15703,0.9996429681777954,parent,3847,0.0003569705877453089,The teacher teacher teacher teacher,True
"There is that principal blamed by the parent, so the teacher, who was scolded by the principal, resigned.",Who did the parent blame?,17,second_center_sim,The principal,principal,5882,0.19682620465755463,teacher,15703,0.8031737804412842,The teacher principal principal teacher,False
"There is that principal blamed by the parent, so the teacher, who was scolded by the principal, resigned.",Who did the principal scold?,17,first_center_sim,The teacher,teacher,15703,0.9983256459236145,parent,3847,0.0016743994783610106,The teacher teacher teacher teacher,True
"The teacher, who was scolded by the principal, resigned. The principal is the one blamed by the parent.",Who did the parent blame?,17,second_center_sim_rev,The principal,principal,5882,0.9869794845581055,teacher,15703,0.013020489364862442,The principal teacher teacher teacher,True
"The teacher, who was scolded by the principal, resigned. The principal is the one blamed by the parent.",Who did the principal scold?,17,first_center_sim_rev,The teacher,teacher,15703,0.9923043847084045,parent,3847,0.007695647422224283,The teacher teacher teacher teacher,True
The nurse that the doctor that the patient praised helped smiled.,Who did the patient praise?,18,second_center_com,The doctor,doctor,11619,0.9790357351303101,nurse,5595,0.020964238792657852,The doctor nurse doctor,True
The nurse that the doctor that the patient praised helped smiled.,Who did the doctor help?,18,first_center_com,The nurse,nurse,5595,0.19930800795555115,patient,16500,0.8006919622421265,The patient patient patient patient,False
"The nurse, who was helped by the doctor praised by the patient, smiled.",Who did the patient praise?,18,second_center_mid,The doctor,doctor,11619,0.8499711751937866,nurse,5595,0.15002882480621338,The doctor doctor doctor doctor,True
"The nurse, who was helped by the doctor praised by the patient, smiled.",Who did the doctor help?,18,first_center_mid,The nurse,nurse,5595,0.36296921968460083,patient,16500,0.637030839920044,The patient nurse patient,False
"There is that doctor praised by the patient, so the nurse, who was helped by the doctor, smiled.",Who did the patient praise?,18,second_center_sim,The doctor,doctor,11619,0.8918110132217407,nurse,5595,0.10818894952535629,The doctor doctor doctor doctor,True
"There is that doctor praised by the patient, so the nurse, who was helped by the doctor, smiled.",Who did the doctor help?,18,first_center_sim,The nurse,nurse,5595,0.9489172697067261,patient,16500,0.05108273774385452,The nurse nurse,True
"The nurse, who was helped by the doctor, smiled. The doctor is the one praised by the patient.",Who did the patient praise?,18,second_center_sim_rev,The doctor,doctor,11619,0.9933071732521057,nurse,5595,0.006692850962281227,The doctor doctor doctor doctor,True
"The nurse, who was helped by the doctor, smiled. The doctor is the one praised by the patient.",Who did the doctor help?,18,first_center_sim_rev,The nurse,nurse,5595,0.929440438747406,patient,16500,0.07055959850549698,The nurse patient patient,True
The customer that the waiter that the woman liked served tipped.,Who did the woman like?,19,second_center_com,The waiter,waiter,4480,0.5156199336051941,customer,11962,0.4843800961971283,The waiter customer customer,True
The customer that the waiter that the woman liked served tipped.,Who did the waiter serve?,19,first_center_com,The customer,customer,11962,0.24508501589298248,woman,6114,0.7549149990081787,The woman customer woman woman,False
"The customer, who was served by the waiter liked by the woman, tipped.",Who did the woman like?,19,second_center_mid,The waiter,waiter,4480,0.43014732003211975,customer,11962,0.5698526501655579,The customer waiter customer,False
"The customer, who was served by the waiter liked by the woman, tipped.",Who did the waiter serve?,19,first_center_mid,The customer,customer,11962,0.9597620368003845,woman,6114,0.04023794084787369,The customer woman customer woman,True
"There is that waiter liked by the woman, so the customer, who was served by the waiter, tipped.",Who did the woman like?,19,second_center_sim,The waiter,waiter,4480,0.8056321740150452,customer,11962,0.19436782598495483,The waiter customer customer,True
"There is that waiter liked by the woman, so the customer, who was served by the waiter, tipped.",Who did the waiter serve?,19,first_center_sim,The customer,customer,11962,0.9511421918869019,woman,6114,0.04885777831077576,The customer customer customer customer,True
"The customer, who was served by the waiter, tipped. The waiter is the one liked by the woman.",Who did the woman like?,19,second_center_sim_rev,The waiter,waiter,4480,0.9591543078422546,customer,11962,0.04084571823477745,The waiter customer wait,True
"The customer, who was served by the waiter, tipped. The waiter is the one liked by the woman.",Who did the waiter serve?,19,first_center_sim_rev,The customer,customer,11962,0.9838472008705139,woman,6114,0.01615283451974392,The customer customer customer customer,True
The pilot that the passenger that the flight attendant assisted admired flew.,Who did the flight attendant assist?,20,second_center_com,The passenger,passenger,28507,0.9773707389831543,pilot,19840,0.02262919954955578,The passenger pilot passenger pilot,True
The pilot that the passenger that the flight attendant assisted admired flew.,Who did the passenger admire?,20,first_center_com,The pilot,pilot,19840,0.8670357465744019,flight attendant,16286,0.13296423852443695,The pilot flight attendant,True
