sentence,question,set_id,type,answer,correct_option,correct_first_token,correct_probability,incorrect_option,incorrect_first_token,incorrect_probability,predicted_answer,is_correct_prediction
"There is that investigator admired by the journalist, so the man, who was checked by the investigator, laughed.",Who did the investigator check?,2,first_center_sim,The man,man,1543,0.30074557662010193,journalist,43618,0.6992543935775757,Thejournalistmanman,False
"The man, who was checked by the investigator, laughed. The investigator is the one admired by the journalist.",Who did the journalist admire?,2,second_center_sim_rev,The investigator,investigator,43114,0.9053223133087158,man,1543,0.09467770159244537,Theinvestigatormanman,False
"The man, who was checked by the investigator, laughed. The investigator is the one admired by the journalist.",Who did the investigator check?,2,first_center_sim_rev,The man,man,1543,0.7759445905685425,journalist,43618,0.2240554690361023,Themanmanmanman,False
The thief that the mover that the architect knew surprised got caught.,Who did the architect know?,3,second_center_com,The mover,mover,76,0.06584470719099045,thief,339,0.934155285358429,Thethiefmover,False
The thief that the mover that the architect knew surprised got caught.,Who did the mover surprise?,3,first_center_com,The thief,thief,339,0.06187598407268524,architect,1132,0.9381240010261536,Thearchitectthth,False
"The thief, who was surprised by the mover known by the architect, got caught.",Who did the architect know?,3,second_center_mid,The mover,mover,76,0.2845759987831116,thief,339,0.7154240012168884,Thethiefmover,False
"The thief, who was surprised by the mover known by the architect, got caught.",Who did the mover surprise?,3,first_center_mid,The thief,thief,339,0.15002882480621338,architect,1132,0.8499711751937866,Thearchitectthief,False
"There is that mover known by the architect, so the thief, who was surprised by the mover, got caught.",Who did the architect know?,3,second_center_sim,The mover,mover,76,0.15921740233898163,thief,339,0.8407825827598572,Thethiefmover,False
"There is that mover known by the architect, so the thief, who was surprised by the mover, got caught.",Who did the mover surprise?,3,first_center_sim,The thief,thief,339,0.21733751893043518,architect,1132,0.7826625108718872,Thearchitectthief,False
"The thief, who was surprised by the mover, got caught. The mover is the one known by the architect.",Who did the architect know?,3,second_center_sim_rev,The mover,mover,76,0.21733751893043518,thief,339,0.7826625108718872,Thethiefmover,False
"The thief, who was surprised by the mover, got caught. The mover is the one known by the architect.",Who did the mover surprise?,3,first_center_sim_rev,The thief,thief,339,0.4436004161834717,architect,1132,0.5563995838165283,Thearchitectthief,False
The student that the producer that the director hired preferred resigned.,Who did the director hire?,4,second_center_com,The producer,producer,60012,0.3191213607788086,student,12307,0.6808785796165466,Thestudentproducerstudentproducer,False
The student that the producer that the director hired preferred resigned.,Who did the producer prefer?,4,first_center_com,The student,student,12307,0.5945512652397156,director,70895,0.40544870495796204,Thestudentdirectorstudentdirector,False
"The student, who was preferred by the producer hired by the director, resigned.",Who did the director hire?,4,second_center_mid,The producer,producer,60012,0.8479677438735962,student,12307,0.15203224122524261,Theproducerstudentproducerstudent,False
"The student, who was preferred by the producer hired by the director, resigned.",Who did the producer prefer?,4,first_center_mid,The student,student,12307,0.9449946880340576,director,70895,0.055005282163619995,Thestudentstudentstudentstudent,False
"There is that producer hired by the director, so the student, who was preferred by the producer, resigned.",Who did the director hire?,4,second_center_sim,The producer,producer,60012,0.9111796617507935,student,12307,0.08882028609514236,Theproducerstudentproducerstudent,False
"There is that producer hired by the director, so the student, who was preferred by the producer, resigned.",Who did the producer prefer?,4,first_center_sim,The student,student,12307,0.982355535030365,director,70895,0.01764446310698986,Thestudentstudentstudentstudent,False
"The student, who was preferred by the producer, resigned. The producer is the one hired by the director.",Who did the director hire?,4,second_center_sim_rev,The producer,producer,60012,0.9437636137008667,student,12307,0.05623634159564972,Theproducerproducerproducerproducer,False
"The student, who was preferred by the producer, resigned. The producer is the one hired by the director.",Who did the producer prefer?,4,first_center_sim_rev,The student,student,12307,0.8998277187347412,director,70895,0.10017222166061401,Thestudentdirectorstudentdirector,False
The technician the assistant that the ambassador insulted found was scratched.,Who did the ambassador insult?,5,second_center_com,The assistant,assistant,78191,0.8606036305427551,technician,26522,0.13939638435840607,Theassistanttechniciantechn,False
The technician the assistant that the ambassador insulted found was scratched.,Who did the assistant find?,5,first_center_com,The technician,technician,26522,0.7490872144699097,ambassador,3042,0.25091278553009033,Thetechnicianambassador,False
"The technician, who was found by the assistant insulted by the ambassador, was scratched.",Who did the ambassador insult?,5,second_center_mid,The assistant,assistant,78191,0.9252299070358276,technician,26522,0.07477004081010818,Theassistanttechniciantechn,False
"The technician, who was found by the assistant insulted by the ambassador, was scratched.",Who did the assistant find?,5,first_center_mid,The technician,technician,26522,0.9184802770614624,ambassador,3042,0.08151975274085999,Thetechnicianambassador,False
"There is that assistant insulted by the ambassador, so the technician, who was found by the assistant, was scratched.",Who did the ambassador insult?,5,second_center_sim,The assistant,assistant,78191,0.9958980679512024,technician,26522,0.004101929254829884,Theassistanttechnicianassistant,False
"There is that assistant insulted by the ambassador, so the technician, who was found by the assistant, was scratched.",Who did the assistant find?,5,first_center_sim,The technician,technician,26522,0.9551520943641663,ambassador,3042,0.04484790563583374,Thetechniciantechnician,False
"The technician, who was found by the assistant, was scratched. The assistant is the one insulted by the ambassador.",Who did the ambassador insult?,5,second_center_sim_rev,The assistant,assistant,78191,0.9983256459236145,technician,26522,0.0016743994783610106,Theassistanttechniciantechn,False
"The technician, who was found by the assistant, was scratched. The assistant is the one insulted by the ambassador.",Who did the assistant find?,5,first_center_sim_rev,The technician,technician,26522,0.9645892381668091,ambassador,3042,0.03541072458028793,Thetechnicianambassador,False
The model that the broadcaster that the waiter slandered recognized got famous.,Who did the waiter slander?,6,second_center_com,The broadcaster,broadcaster,65,0.007317397743463516,model,2590,0.9926826357841492,Themodelbroadcaster,False
The model that the broadcaster that the waiter slandered recognized got famous.,Who did the broadcaster recognize?,6,first_center_com,The model,model,2590,0.8128673434257507,waiter,11748,0.18713268637657166,Themodelermodeler,False
"The model, who was recognized by the broadcaster slandered by the waiter, got famous.",Who did the waiter slander?,6,second_center_mid,The broadcaster,broadcaster,65,0.0007763300091028214,model,2590,0.9992237091064453,Themodelbroadcaster,False
"The model, who was recognized by the broadcaster slandered by the waiter, got famous.",Who did the broadcaster recognize?,6,first_center_mid,The model,model,2590,0.9791157841682434,waiter,11748,0.020884215831756592,Themodelermodeler,False
"There is that broadcaster slandered by the waiter, so the model, who was recognized by the broadcaster, got famous.",Who did the waiter slander?,6,second_center_sim,The broadcaster,broadcaster,65,0.05360114574432373,model,2590,0.9463988542556763,Themodelbroadcaster,False
"There is that broadcaster slandered by the waiter, so the model, who was recognized by the broadcaster, got famous.",Who did the broadcaster recognize?,6,first_center_sim,The model,model,2590,0.963230550289154,waiter,11748,0.03676946461200714,Themodelermodeler,False
"The model, who was recognized by the broadcaster, got famous. The broadcaster is the one slandered by the waiter.",Who did the waiter slander?,6,second_center_sim_rev,The broadcaster,broadcaster,65,0.00851130299270153,model,2590,0.9914886951446533,Themodelbroadcaster,False
"The model, who was recognized by the broadcaster, got famous. The broadcaster is the one slandered by the waiter.",Who did the broadcaster recognize?,6,first_center_sim_rev,The model,model,2590,0.9764904975891113,waiter,11748,0.023509450256824493,Themodelermodeler,False
The tourist that the student that the seller annoyed escorted fell asleep.,Who did the seller annoy?,7,second_center_com,The student,student,12307,0.5755879878997803,tourist,52439,0.4244120121002197,Thestudenttouriststudent,False
The tourist that the student that the seller annoyed escorted fell asleep.,Who did the student escort?,7,first_center_com,The tourist,tourist,52439,0.4668456017971039,seller,35199,0.5331543684005737,Thesellertouristist,False
"The tourist, who was escorted by the student annoyed by the seller, fell asleep.",Who did the seller annoy?,7,second_center_mid,The student,student,12307,0.9348725080490112,tourist,52439,0.06512755155563354,Thestudenttouristtour,False
"The tourist, who was escorted by the student annoyed by the seller, fell asleep.",Who did the student escort?,7,first_center_mid,The tourist,tourist,52439,0.8499711751937866,seller,35199,0.15002882480621338,Thetouristsellerist,False
"There is that student annoyed by the seller, so the tourist, who was escorted by the student, fell asleep.",Who did the seller annoy?,7,second_center_sim,The student,student,12307,0.9130582809448242,tourist,52439,0.08694165199995041,Thestudenttouriststudent,False
"There is that student annoyed by the seller, so the tourist, who was escorted by the student, fell asleep.",Who did the student escort?,7,first_center_sim,The tourist,tourist,52439,0.9904035329818726,seller,35199,0.009596454910933971,Thetouristtourist,False
"The tourist, who was escorted by the student, fell asleep. The student is the one annoyed by the seller.",Who did the seller annoy?,7,second_center_sim_rev,The student,student,12307,0.917302668094635,tourist,52439,0.08269733935594559,Thestudenttouriststudent,False
"The tourist, who was escorted by the student, fell asleep. The student is the one annoyed by the seller.",Who did the student escort?,7,first_center_sim_rev,The tourist,tourist,52439,0.9324532747268677,seller,35199,0.06754669547080994,Thetouristsellerist,False
The guy that the guide that the flight attendant delayed amused calmed down.,Who did the flight attendant delay?,8,second_center_com,The guide,guide,49470,0.8766343593597412,guy,70,0.1233656108379364,Theguideguyg,False
The guy that the guide that the flight attendant delayed amused calmed down.,Who did the guide amuse?,8,first_center_com,The guy,guy,70,0.008380454033613205,flight attendant,39490,0.9916195869445801,The attendantflight attendantflight,False
"The guy, who was amused by the guide delayed by the flight attendant, calmed down.",Who did the flight attendant delay?,8,second_center_mid,The guide,guide,49470,0.9974589943885803,guy,70,0.002540992572903633,Theguideguyg,False
"The guy, who was amused by the guide delayed by the flight attendant, calmed down.",Who did the guide amuse?,8,first_center_mid,The guy,guy,70,0.4834045171737671,flight attendant,39490,0.5165954232215881,The attendantflight attendantflight,False
"There is that guide delayed by the flight attendant, so the guy, who was amused by the guide, calmed down.",Who did the flight attendant delay?,8,second_center_sim,The guide,guide,49470,0.9933846592903137,guy,70,0.006615392863750458,Theguideguyg,False
"There is that guide delayed by the flight attendant, so the guy, who was amused by the guide, calmed down.",Who did the guide amuse?,8,first_center_sim,The guy,guy,70,0.2704802453517914,flight attendant,39490,0.729519784450531,The attendantflight attendantflight,False
"The guy, who was amused by the guide, calmed down. The guide is the one delayed by the flight attendant.",Who did the flight attendant delay?,8,second_center_sim_rev,The guide,guide,49470,0.9994986057281494,guy,70,0.0005013742484152317,Theguideguyg,False
"The guy, who was amused by the guide, calmed down. The guide is the one delayed by the flight attendant.",Who did the guide amuse?,8,first_center_sim_rev,The guy,guy,70,0.9594592452049255,flight attendant,39490,0.04054073989391327,The attendantflight attendantflight,False
The artist that the curator that the museum hired praised smiled.,Who did the museum hire?,10,second_center_com,The curator,curator,2407,0.19072401523590088,artist,19135,0.8092759251594543,Theartistcuratorartist,False
The artist that the curator that the museum hired praised smiled.,Who did the curator praise?,10,first_center_com,The artist,artist,19135,0.9991374015808105,museum,76,0.0008626077906228602,Theartistmuseumartist,False
"The artist, who was praised by the curator hired by the museum, smiled.",Who did the museum hire?,10,second_center_mid,The curator,curator,2407,0.9827572107315063,artist,19135,0.017242776229977608,Thecuratorcurator,False
"The artist, who was praised by the curator hired by the museum, smiled.",Who did the curator praise?,10,first_center_mid,The artist,artist,19135,0.9997517466545105,museum,76,0.00024826108710840344,Theartistmuseumartist,False
"There is that curator hired by the museum, so the artist, who was praised by the curator, smiled.",Who did the museum hire?,10,second_center_sim,The curator,curator,2407,0.9092645049095154,artist,19135,0.09073548763990402,Thecuratorcurator,False
"There is that curator hired by the museum, so the artist, who was praised by the curator, smiled.",Who did the curator praise?,10,first_center_sim,The artist,artist,19135,0.9997040629386902,museum,76,0.0002959571429528296,Theartistmuseumartist,False
"The artist, who was praised by the curator, smiled. The curator is the one hired by the museum.",Who did the museum hire?,10,second_center_sim_rev,The curator,curator,2407,0.982355535030365,artist,19135,0.01764446310698986,Thecuratorcurator,False
"The artist, who was praised by the curator, smiled. The curator is the one hired by the museum.",Who did the curator praise?,10,first_center_sim_rev,The artist,artist,19135,0.9998601675033569,museum,76,0.0001398220774717629,Theartistmuseumm,False
The child that the librarian that the author met liked smiled.,Who did the author meet?,11,second_center_com,The librarian,librarian,2808,0.8714748620986938,child,3124,0.12852513790130615,Therarianlibrarianlib,False
The child that the librarian that the author met liked smiled.,Who did the librarian like?,11,first_center_com,The child,child,3124,0.3849121630191803,author,3170,0.6150878667831421,Theauthorchildchildchild,False
"The child, which was liked by the librarian met by the author, smiled.",Who did the author meet?,11,second_center_mid,The librarian,librarian,2808,0.07978201657533646,child,3124,0.9202179908752441,Thechildlibrarianlib,False
"The child, which was liked by the librarian met by the author, smiled.",Who did the librarian like?,11,first_center_mid,The child,child,3124,0.5195213556289673,author,3170,0.4804786741733551,Thechildauthorchildauthor,False
"There is that librarian met by the author, so the child, which was liked by the librarian, smiled.",Who did the author meet?,11,second_center_sim,The librarian,librarian,2808,0.8679338097572327,child,3124,0.13206614553928375,Therarianlibrarianlib,False
"There is that librarian met by the author, so the child, which was liked by the librarian, smiled.",Who did the librarian like?,11,first_center_sim,The child,child,3124,0.6169357895851135,author,3170,0.3830641806125641,Thechildauthorauthorchild,False
"The child, who was liked by the librarian, smiled. The librarian is the one met by the author.",Who did the author meet?,11,second_center_sim_rev,The librarian,librarian,2808,0.9324532747268677,child,3124,0.06754669547080994,Therarianlibrarianlib,False
"The child, who was liked by the librarian, smiled. The librarian is the one met by the author.",Who did the librarian like?,11,first_center_sim_rev,The child,child,3124,0.7386690378189087,author,3170,0.2613309323787689,Thechildauthorchildauthor,False
The singer that the manager that the producer hired promoted performed.,Who did the producer hire?,12,second_center_com,The manager,manager,13600,0.9425067901611328,singer,82,0.05749327689409256,Themanagermanagermanagermanager,False
The singer that the manager that the producer hired promoted performed.,Who did the manager promote?,12,first_center_com,The singer,singer,82,0.05921025201678276,producer,60012,0.9407896995544434,Theproducersingers,False
"The singer, who was promoted by the manager hired by the producer, performed.",Who did the producer hire?,12,second_center_mid,The manager,manager,13600,0.9992792010307312,singer,82,0.0007208380266092718,Themanagersingermanager,False
"The singer, who was promoted by the manager hired by the producer, performed.",Who did the manager promote?,12,first_center_mid,The singer,singer,82,0.826151430606842,producer,60012,0.17384850978851318,Theingerproducerproducerproducer,False
"There is that manager hired by the producer, so the singer, who was promoted by the manager, performed.",Who did the producer hire?,12,second_center_sim,The manager,manager,13600,0.9996672868728638,singer,82,0.0003327412996441126,Themanagermanagermanagermanager,False
"There is that manager hired by the producer, so the singer, who was promoted by the manager, performed.",Who did the manager promote?,12,first_center_sim,The singer,singer,82,0.6834195256233215,producer,60012,0.31658053398132324,Theingerproducerproducerproducer,False
"The singer, who was promoted by the manager, performed. The manager is the one hired by the producer.",Who did the producer hire?,12,second_center_sim_rev,The manager,manager,13600,0.9991735816001892,singer,82,0.0008263575728051364,Themanagermanagermanagermanager,False
"The singer, who was promoted by the manager, performed. The manager is the one hired by the producer.",Who did the manager promote?,12,first_center_sim_rev,The singer,singer,82,0.7648916244506836,producer,60012,0.2351084053516388,Theingerproducerproducerproducer,False
The dancer that the photographer that the director hired photographed bowed.,Who did the director hire?,13,second_center_com,The photographer,photographer,52399,0.9966625571250916,dancer,67,0.003337404690682888,Thephotographerdancer,False
The dancer that the photographer that the director hired photographed bowed.,Who did the photographer photograph?,13,first_center_com,The dancer,dancer,67,0.05460060387849808,director,70895,0.9453993439674377,Thedirectordancerd,False
"The dancer, who was photographed by the photographer hired by the director, bowed.",Who did the director hire?,13,second_center_mid,The photographer,photographer,52399,0.9998834133148193,dancer,67,0.00011660048039630055,Theographerphotographerphot,False
"The dancer, who was photographed by the photographer hired by the director, bowed.",Who did the photographer photograph?,13,first_center_mid,The dancer,dancer,67,0.7620701193809509,director,70895,0.23792991042137146,Theancerdancerd,False
"There is that photographer hired by the director, so the dancer, who was photographed by the photographer, bowed.",Who did the director hire?,13,second_center_sim,The photographer,photographer,52399,0.9996964931488037,dancer,67,0.0003035655536223203,Thephotographerphotographer,False
"There is that photographer hired by the director, so the dancer, who was photographed by the photographer, bowed.",Who did the photographer photograph?,13,first_center_sim,The dancer,dancer,67,0.3656831979751587,director,70895,0.6343168616294861,Theancerdancerd,False
"The dancer, who was photographed by the photographer, bowed. The photographer is the one hired by the director.",Who did the director hire?,13,second_center_sim_rev,The photographer,photographer,52399,0.9998652935028076,dancer,67,0.00013472915452439338,Thephotographerdancer,False
"The dancer, who was photographed by the photographer, bowed. The photographer is the one hired by the director.",Who did the photographer photograph?,13,first_center_sim_rev,The dancer,dancer,67,0.7662936449050903,director,70895,0.23370634019374847,Theancerdancerd,False
The baker that the chef that the manager appointed scolded left.,Who did the manager appoint?,14,second_center_com,The chef,chef,76179,0.4590761363506317,baker,65,0.5409238338470459,Theakerbakerchef,False
The baker that the chef that the manager appointed scolded left.,Who did the chef scold?,14,first_center_com,The baker,baker,65,0.5563995838165283,manager,13600,0.4436004161834717,Thebakermanagerb,False
"The baker, who was scolded by the chef appointed by the manager, left.",Who did the manager appoint?,14,second_center_mid,The chef,chef,76179,0.9999004602432251,baker,65,9.954076813301072e-05,Thechefbakerb,False
"The baker, who was scolded by the chef appointed by the manager, left.",Who did the chef scold?,14,first_center_mid,The baker,baker,65,0.9451974034309387,manager,13600,0.05480259656906128,Theakerbakerb,False
"There is that chef appointed by the manager, so the baker, who was scolded by the chef, left.",Who did the manager appoint?,14,second_center_sim,The chef,chef,76179,0.9990924596786499,baker,65,0.0009075026027858257,Thechefbakerb,False
"There is that chef appointed by the manager, so the baker, who was scolded by the chef, left.",Who did the chef scold?,14,first_center_sim,The baker,baker,65,0.9339146018028259,manager,13600,0.06608537584543228,Theakerbakerb,False
"The baker, who was scolded by the chef, left. The chef is the one appointed by the manager.",Who did the manager appoint?,14,second_center_sim_rev,The chef,chef,76179,0.9996302127838135,baker,65,0.00036973884562030435,Thechefbakerb,False
"The baker, who was scolded by the chef, left. The chef is the one appointed by the manager.",Who did the chef scold?,14,first_center_sim_rev,The baker,baker,65,0.9369805455207825,manager,13600,0.06301947683095932,Theakerbakerb,False
The athlete that the coach that the reporter interviewed loved won.,Who did the reporter interview?,15,second_center_com,The coach,coach,89193,0.32423537969589233,athlete,91044,0.6757646203041077,Theathletecoachathletecoach,False
The athlete that the coach that the reporter interviewed loved won.,Who did the coach love?,15,first_center_com,The athlete,athlete,91044,0.9968641400337219,reporter,11998,0.00313583598472178,Theathletereporterathlete,False
"The athlete, who was loved by the coach interviewed by the reporter, won.",Who did the reporter interview?,15,second_center_mid,The coach,coach,89193,0.9944451451301575,athlete,91044,0.005554925184696913,Thecoachathletecoachathlete,False
"The athlete, who was loved by the coach interviewed by the reporter, won.",Who did the coach love?,15,first_center_mid,The athlete,athlete,91044,0.9995158910751343,reporter,11998,0.00048406238784082234,Theathletereporterathlete,False
"There is that coach interviewed by the reporter, so the athlete, who was loved by the coach, won.",Who did the reporter interview?,15,second_center_sim,The coach,coach,89193,0.9969245791435242,athlete,91044,0.00307536986656487,Thecoachcoachcoachcoach,False
"There is that coach interviewed by the reporter, so the athlete, who was loved by the coach, won.",Who did the coach love?,15,first_center_sim,The athlete,athlete,91044,0.9986435770988464,reporter,11998,0.001356401713564992,Theathleteererer,False
"The athlete, who was loved by the coach, won. The coach is the one interviewed by the reporter.",Who did the reporter interview?,15,second_center_sim_rev,The coach,coach,89193,0.9787126779556274,athlete,91044,0.021287351846694946,Thecoachcoachcoachcoach,False
"The athlete, who was loved by the coach, won. The coach is the one interviewed by the reporter.",Who did the coach love?,15,first_center_sim_rev,The athlete,athlete,91044,0.9997040629386902,reporter,11998,0.0002959571429528296,Theathleteerreporter,False
The programmer that the engineer that the manager promoted collaborated with laughed.,Who did the manager promote?,16,second_center_com,The engineer,engineer,8680,0.24798743426799774,programmer,15252,0.7520125508308411,Theprogrammerengineer,False
The programmer that the engineer that the manager promoted collaborated with laughed.,Who did the engineer collaborate with?,16,first_center_com,The programmer,programmer,15252,0.24508501589298248,manager,13600,0.7549149990081787,Themanagerprogrammerprogram,False
"The programmer, who collaborated with the engineer promoted by the manager, laughed.",Who did the manager promote?,16,second_center_mid,The engineer,engineer,8680,0.9744347929954529,programmer,15252,0.025565212592482567,Theengineererer,False
"The programmer, who collaborated with the engineer promoted by the manager, laughed.",Who did the engineer collaborate with?,16,first_center_mid,The programmer,programmer,15252,0.9566342234611511,manager,13600,0.043365802615880966,Theprogrammermanagerprogram,False
"There is that engineer promoted by the manager, so the programmer, who collaborated with the engineer, laughed.",Who did the manager promote?,16,second_center_sim,The engineer,engineer,8680,0.9608049392700195,programmer,15252,0.03919513151049614,Theengineererer,False
"There is that engineer promoted by the manager, so the programmer, who collaborated with the engineer, laughed.",Who did the engineer collaborate with?,16,first_center_sim,The programmer,programmer,15252,0.9238675236701965,manager,13600,0.07613248378038406,Theprogrammermerprogram,False
"The programmer, who collaborated with the engineer, laughed. The engineer is the one promoted by the manager.",Who did the manager promote?,16,second_center_sim_rev,The engineer,engineer,8680,0.956308901309967,programmer,15252,0.043691057711839676,Theengineererer,False
"The programmer, who collaborated with the engineer, laughed. The engineer is the one promoted by the manager.",Who did the engineer collaborate with?,16,first_center_sim_rev,The programmer,programmer,15252,0.9806548357009888,manager,13600,0.019345102831721306,Theprogrammermanagerprogram,False
The teacher that the principal that the parent blamed scolded resigned.,Who did the parent blame?,17,second_center_com,The principal,principal,67550,0.03934250399470329,teacher,24247,0.9606574773788452,Theteacherprincipalteacherprincipal,False
The teacher that the principal that the parent blamed scolded resigned.,Who did the principal scold?,17,first_center_com,The teacher,teacher,24247,0.9343951344490051,parent,3850,0.06560482829809189,Theteacherparentteacherparent,False
"The teacher, who was scolded by the principal blamed by the parent, resigned.",Who did the parent blame?,17,second_center_mid,The principal,principal,67550,0.22135069966316223,teacher,24247,0.7786493301391602,Theteacherprincipalteacherprincipal,False
"The teacher, who was scolded by the principal blamed by the parent, resigned.",Who did the principal scold?,17,first_center_mid,The teacher,teacher,24247,0.993854820728302,parent,3850,0.006145091727375984,Theteacherparentteacherparent,False
"There is that principal blamed by the parent, so the teacher, who was scolded by the principal, resigned.",Who did the parent blame?,17,second_center_sim,The principal,principal,67550,0.04885777831077576,teacher,24247,0.9511421918869019,Theteacherprincipalteacherprincipal,False
"There is that principal blamed by the parent, so the teacher, who was scolded by the principal, resigned.",Who did the principal scold?,17,first_center_sim,The teacher,teacher,24247,0.8198933005332947,parent,3850,0.18010665476322174,Theteacherteacherteacherteacher,False
"The teacher, who was scolded by the principal, resigned. The principal is the one blamed by the parent.",Who did the parent blame?,17,second_center_sim_rev,The principal,principal,67550,0.6242935061454773,teacher,24247,0.3757064640522003,Theprincipalteacherteacherprincipal,False
"The teacher, who was scolded by the principal, resigned. The principal is the one blamed by the parent.",Who did the principal scold?,17,first_center_sim_rev,The teacher,teacher,24247,0.9874721169471741,parent,3850,0.012527933344244957,Theteacherparentteacherparent,False
The nurse that the doctor that the patient praised helped smiled.,Who did the patient praise?,18,second_center_com,The doctor,doctor,38083,0.9964619278907776,nurse,77,0.0035380860790610313,Thedoctornurseurse,False
The nurse that the doctor that the patient praised helped smiled.,Who did the doctor help?,18,first_center_com,The nurse,nurse,77,0.00712142838165164,patient,23557,0.9928786158561707,Theursepatientnurse,False
"The nurse, who was helped by the doctor praised by the patient, smiled.",Who did the patient praise?,18,second_center_mid,The doctor,doctor,38083,0.9998551607131958,nurse,77,0.00014482441474683583,Thedoctornurseurse,False
"The nurse, who was helped by the doctor praised by the patient, smiled.",Who did the doctor help?,18,first_center_mid,The nurse,nurse,77,0.022201228886842728,patient,23557,0.9777987599372864,Theursepatientnurse,False
"There is that doctor praised by the patient, so the nurse, who was helped by the doctor, smiled.",Who did the patient praise?,18,second_center_sim,The doctor,doctor,38083,0.9998534917831421,nurse,77,0.00014653129619546235,Thedoctornursen,False
"There is that doctor praised by the patient, so the nurse, who was helped by the doctor, smiled.",Who did the doctor help?,18,first_center_sim,The nurse,nurse,77,0.020410308614373207,patient,23557,0.9795897603034973,Theursepatientnurse,False
"The nurse, who was helped by the doctor, smiled. The doctor is the one praised by the patient.",Who did the patient praise?,18,second_center_sim_rev,The doctor,doctor,38083,0.9997748732566833,nurse,77,0.00022516825993079692,Thedoctornurseurse,False
"The nurse, who was helped by the doctor, smiled. The doctor is the one praised by the patient.",Who did the doctor help?,18,first_center_sim_rev,The nurse,nurse,77,0.10781264305114746,patient,23557,0.8921873569488525,Theursepatientnurse,False
The customer that the waiter that the woman liked served tipped.,Who did the woman like?,19,second_center_com,The waiter,waiter,11748,0.6169357895851135,customer,11296,0.3830641806125641,Thewaitercustomerwait,False
The customer that the waiter that the woman liked served tipped.,Who did the waiter serve?,19,first_center_com,The customer,customer,11296,0.6057990789413452,woman,22803,0.3942009508609772,Thecustomerwomanwomanwoman,False
"The customer, who was served by the waiter liked by the woman, tipped.",Who did the woman like?,19,second_center_mid,The waiter,waiter,11748,0.7759445905685425,customer,11296,0.2240554690361023,Thewaitercustomerwait,False
"The customer, who was served by the waiter liked by the woman, tipped.",Who did the waiter serve?,19,first_center_mid,The customer,customer,11296,0.9830850958824158,woman,22803,0.016914913430809975,Thecustomerwomancustomerwoman,False
"There is that waiter liked by the woman, so the customer, who was served by the waiter, tipped.",Who did the woman like?,19,second_center_sim,The waiter,waiter,11748,0.8006919622421265,customer,11296,0.19930800795555115,Thewaitercustomerwait,False
"There is that waiter liked by the woman, so the customer, who was served by the waiter, tipped.",Who did the waiter serve?,19,first_center_sim,The customer,customer,11296,0.914290726184845,woman,22803,0.08570927381515503,Thecustomerwomancustomerwoman,False
